🔴 Oblężenie Sarajewa — COMMAND & CONQUER: TIBERIUM WARS Livestream #2
🔗 https://www.youtube.com/watch?v=nb7GjDFGBuE

16:  Dzień dobry.
5168:  Avatar jeden do zdobycia tutaj.
5171:  Bierzesz.
5173:  Musisz dodatkowy cel walnąć?
5175:  Pieprzy dodatkowy cel.
5177:  Na razie.
5180:  Mam bardzo dużo prośb, żebyś nie był debilem, dziękuję.
5185:  To wykorzystamy go do zmiażdżenia ich po prostu.
5193:  Nie no, działo jonowe na taką bazę to jest jedyna opcja.
5197:  Okej, jak tam harwestery?
5199:  Dobrze, dobrze.
5201:  Jezus, ten już prawie nie żyje.
5203:  Musimy, musimy go... Szkoda, że nie można inżynierem naprawić harwestera.
5209:  Smutna sprawa.
5210:  Ale nie można inżynierem, co ciekawe, naprawiać budynki.
5212:  I ja to zrobię.
5218:  Dobra, lotnictwo prawie już zregenerowane.
5222:  Możesz budować już juggernauta, bo są świetne do obrony.
5225:  Nope, niestety.
5226:  Wiem, że są świetne do obrony, są doskonałe.
5228:  Mają najlepszy zasięg w grze z tych jednostek, ale jest dobrze, jest dobrze.
5235:  Co robi achievementa?
5236:  Zdobyć 100 avatarów jako GDI.
5238:  Cisza.
5242:  Ja jestem ekspertem w nietypowym graniu.
5246:  Dobrze.
5247:  Jestem głęboko przekonany, że są ludzie, którzy rushują tę misję w 5 minut.
5251:  Jestem głęboko tym przekonany.
5252:  Czy jakkolwiek się tym przejmuję?
5255:  Absolutnie nie.
5256:  Dobrze.
5257:  Jest dobrze.
5257:  Możemy teraz zapisać.
5261:  Wysłać nasze lotnictwo znowu.
5264:  Kto tym razem zginął?
5265:  Nikt tym razem nie zginął.
5267:  Zdumiewające.
5272:  Okej.
5273:  Tu jest to drugie miejsce, ale tutaj są też, wiecie...
5276:  Wierzyczki, więc ja jeszcze raz pieprznę tym, na wszelki wypadek.
5282:  Pieprzność na wszelki wypadek zawsze dobrze.
5286:  Wiecie co?
5288:  Zainteresuję się tym Tiberium.
5291:  Po co w 5 minut wygrać?
5292:  DZIĘKUJĘ MECHANOTRON!
5293:  I to są, TO SĄ, TO SĄ DOBRE UWAGI!
5294:  To jest tak, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to jest, to
5305:  Co się dzieje, jak Krzysztof gra w strategię?
5308:  Dzięki Tobie wrócimy do serii Command & Conquer.
5309:  Bardzo dobrze.
5311:  Stare, dobre gry.
5314:  Oho.
5316:  Idziemy ich miażdżyć.
5320:  Zostaw!
5321:  Nie rusz!
5331:  Ja po prostu nie wierzę, że on w ostatniej chwili mi zniszczy ten Harvest.
5338:  Dobra, więc tak.
5356:  Wydaje mi się, że teraz powinniśmy być bezpieczniejsi, ale wiecie... Tak!
5367:  Wszyscy zginęli.
5371:  Whatever.
5373:  Potrzebujemy Harvestera.
5381:  Jakub Gryko, dziękuję za wsparcie od 15 miesięcy.
5383:  Czy muzyka serialowa Wiedźmina daje klimat świata?
5385:  Kiedy dali wreszcie muzykę zaprojektować Percivalowi, to tak.
5391:  Ich problem polegał na tym, że nie rozumieli, że powinni komponować muzykę Percivalowi od samego początku.
5397:  Co tylko świadczy o tym, jak to są kretyni.
5401:  Piechota nodu mnie przeraża i jest przerażająca.
5404:  A wiesz, co jest najlepsze, Miłoszu?
5406:  To jeszcze nie jest najlepsza piechota nodu.
5409:  Jest gorsza.
5411:  Albo lepsza, w zależności od tego, kim grasz.
5418:  I jest ona dobra.
5419:  To się nazywa wybrani Kayna, moja ulubiona frakcja do gry przeciwko SI po prostu.
5430:  Zapewne z wielu z was zginie to jest poświęcenie, na które jestem gotów.
5433:  No muszę być gotów na to poświęcenie.
5434:  Więc teraz znowu robimy... Ale wiecie... Teraz, teraz się zacznie.
5442:  Teraz się zacznie, bo mogę zacząć infrastrukturę krytyczną mu rozwalać.
5446:  Mmm!
5451:  No nie, to jest jeszcze do wyeliminowania.
5454:  Poradzimy sobie.
5456:  Czyli to zielone mamy przejąć.
5459:  Tak, zdobyć budynek Ministerstwa Nody.
5461:  Czyli nie mamy go... Okej, okej, to nie będzie proste.
5466:  Właśnie, nie chcę kończyć Iron Canonem, bo wtedy nie zdobędziemy dodatkowej misji.
5471:  A trzeba zdobyć dodatkowe misje.
5474:  Trzeba, trzeba, bardzo ważne.
5479:  Nie wiem, jak dużo dostrzegam.
5480:  Brak jamnika.
5481:  Jest to prawda, Ulquiora, ale jest poczekajkowy jamnik za to.
5485:  Chciałbym, żebyście wszyscy mieli tryb utrzymania terenu.
5490:  Dziękuję.
5493:  Czy inżynier już idzie?
5496:  Powiedzmy, że już, to jest duże nadużycie, ale idzie.
5504:  Baldwin4 wypisze, że bawi go, że jako osoba z Gen Z wychował się na 90% na grach z lat 90.
5508:  Baldur, Commandant Konga, Starka, smuci mnie też, że zapomina się o tych cudnych markach.
5511:  Dlatego robimy wszystko, żeby trwały one w pamięci.
5517:  Więc jak dobrze pójdzie, to będziemy w stanie część z tych awatarów puścić jako siłę ekspedycyjną.
5525:  Dobrze, jeszcze jeden harwester na wszelki wypadek.
5527:  Zawsze trzeba dbać o... O tak, o tak.
5533:  O tak, teraz tak, teraz tak.
5534:  Zrobimy następującą rzecz, moi drodzy.
5537:  Ja zobaczę sobie, ładnie tutaj, jaki jest, jaki tu jest stan i co tutaj mamy.
5547:  W co warto walnąć, czyli w to warto walnąć.
5550:  Dobrze.
5556:  Supreme Commander następny, bardzo chętnie.
5558:  Ooo!
5563:  A nie, dobrze.
5565:  Czekajcie, zdobądź Fabrykę Ciekłego Tyberium.
5570:  Aaa, niedobrze.
5573:  Dobrze, że zapisałem.
5575:  Czyli tutaj nie możemy pieprznąć, bo tutaj jest kolejna rzecz do zdobycia.
5580:  Trzeba uważniej pieprznąć.
5581:  Tu jest ta Fabryka Ciekłego Tyberium.
5584:  Czyli tak możemy.
5592:  Żeby nie naruszyć ani tego, ani tego.
5596:  Tylko mur zniszczyć.
5599:  Dobrze.
5602:  Jak tam sytuacja?
5603:  W miarę dobrze.
5606:  Dobrze, nie jest źle, nie jest źle!
5608:  Nie jest źle.
5609:  I nie jest to kopium.
5613:  Jeśli jakąś jednostkę najdziemy na drugą stronę mury, dostaniesz fajny prezent od ładnej pani z okienka.
5620:  You had my interest, now you have my attention, Dominiku.
5625:  Moglibyśmy wysłać generała Minerała jakiegoś, ale nie mamy zbrojowni, jak bardzo jest to żałosne.
5630:  Commandosa po prostu tam wysłać.
5632:  To nie jest głupi pomysł.
5634:  Czemu ja na to nie wpadłem?
5638:  To nie jest głupi pomysł, żeby wysłać tam Commandosa.
5642:  Commandos, to była dopiero piękna seria.
5644:  Łoboziu.
5646:  Niech jej zrobi remastered alerta 2, tak byłem sam, wybaczcie, im tak z 50% krzywd.
5650:  I jej teraz nic nie zrobi, ponieważ Microsoft chyba jest już właścicielem marki.
5654:  Czy ja się mylę, czy się nie mylę?
5657:  Coś mi się tak wydawało, ale mogę się mylić, bo mnie się wszystko myli ostatnio.
5664:  No!
5668:  Lecimy z Commandosem.
5674:  Nie no, Westwood Studios było wykupione przez EHE, oni muszą mieć prawa do marki Command & Conquer, macie rację.
5680:  Czy uniwersum Command & Conquer informuje o możliwości powstrzymania rozwoju Tiberium, czy strefy niebieskie tylko poczekalnia, gdzie geografinie uprzywilejowane mogą odwlekać nieuniknione?
5688:  To jest ten drugi scenariusz, taki Falloutowy.
5692:  Dobra.
5693:  Jest, moi drodzy, Commandos.
5695:  Commando Focky idzie do grupy zerowej.
5699:  Będzie Commandos Zero, moi drodzy.
5702:  Ale popatrzcie, ustałe ataki, więc ewidentnie musieliśmy im zniszczyć infrastrukturę krytyczną.
5707:  Ooo.
5709:  Jaki unit lost?
5711:  A, to był nasz awatar, nie zauważyłem.
5717:  Okej.
5717:  Ty idziesz na przechadzkę ładną.
5722:  Dobra.
5724:  Ty idziesz tutaj.
5725:  Potrzebujemy wyeliminować natomiast, i to jest ważne, tamtą wieżyczkę.
5731:  Na ten rok jest zapowiedziane Commandos Origins?
5733:  O Boże, już się boję.
5740:  Bardzo się boję.
5741:  Uwielbiam to miażdżenie piechoty.
5743:  Wspaniałe.
5745:  Uwielbiam miażdżyć piechotę.
5748:  Okej, okej.
5750:  Jeszcze Z2 i powinno być dobrze.
5753:  No, Z3.
5755:  Tak jak nie YouTube z 4K robi skok do 144p.
5759:  To jest w 2K stream.
5760:  W 4K mamy streamy Q&A tylko.
5763:  Ale to dlatego, że nim mam ekranu 4K do pracy.
5768:  Krzysztof nie lubi.
5771:  Tu możemy pieprznąć teraz.
5773:  Chyba.
5774:  Też zapiszę na wszelki wypadek, żeby nie było, że coś znowu znajdziemy.
5779:  Znowu Sarajevo oblegają.
5780:  Ileż tak można?
5783:  Ojajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaj
5814:  Jest to Command and Conquer Origins, częściowo mnie cieszy, a częściowo nie.
5822:  Going up?
5824:  Dobra, idziemy Commandosem w takim razie tutaj.
5827:  Ehehe, good, teraz się zaczyna, teraz się zaczyna.
5831:  Dobrze.
5836:  Tam Panie Generale dupnęło.
5837:  Ma dupnąć zawsze, Adamie, bardzo dobrze.
5841:  Okej, teraz nie jestem już taki zlękniony tymi piechociarzami, powiem wam.
5858:  Tak, żyłbym, że teraz zdecydowanie mniej jest tych ataków.
5872:  Teraz!
5874:  Teraz mi to odblokowali!
5876:  Kukurupu!
5876:  Kukurupu!
5891:  Czemu?
5896:  Teraz?
5897:  Dlaczego ja grałem... Ja grałem na very hard!
5900:  Nie grałem na hard, grałem na very hard, moi drodzy.
5905:  Proszę bardzo.
5906:  Wy myśleliście, że no-hit run to jest... O!
5909:  No-hit run.
5912:  To jest trudne.
5917:  Człap, człap, ładnie człap, ładnie człap.
5922:  Dobrze.
5926:  Ej, dlaczego on mnie widzi?
5928:  Dlaczego on mnie widzi?
5931:  Ej, wiecie co?
5932:  Ja sobie przypomniałem coś.
5935:  Ja sobie coś przypomniałem!
5946:  Słodkie!
5955:  No niestety się nie... Niedobrze!
5979:  Oj, bardzo niedobrze!
5981:  Przeciwnik ma to, co my!
5982:  Przeciwnik ma to, co my!
5983:  Alarm, alarm!
5994:  Dobrze, dobrze, bardzo nie... Znaczy, nie, bardzo niedobrze.
5999:  Juggernauty tutaj.
6002:  Znaczy, tak, są dwie opcje.
6006:  Jedna opcja jest taka, żeby ruszyć wszystkimi awatarami naraz.
6009:  I zostawić tylko juggernauty.
6011:  I wiecie co?
6012:  Ja to zrobię.
6014:  Ja to autentycznie zrobię.
6021:  Ja to autentycznie zrobię.
6033:  O tak.
6037:  Tak zrobimy.
6041:  Teraz będzie radośnie.
6043:  Będzie radośnie i wszyscy zadędają nas ośnie, zobaczycie.
6051:  Dobra.
6056:  Teraz tak, teraz tak.
6058:  Potrzebujemy nawet do tego jakiegoś inżyniera, ale to za moment.
6064:  Rozwal to, rozwal to, rozwal to.
6067:  Musimy niestety robić babysitting ich.
6075:  Rozwalamy to.
6078:  Co tu się dzieje tymczasem?
6080:  A, tutaj są awatary, no oczywiście.
6098:  I spokój się z tym niszczeniem mi wszystkich jednostek naraz.
6114:  Możesz mi niszczyć tylko część jednostek.
6124:  Rozwal to.
6129:  Dobra.
6130:  Jest jeszcze jeden.
6131:  Co tutaj?
6133:  Tego możemy wycofać.
6135:  Dobrze.
6136:  Juggernaut jeden.
6140:  Boże, czy możecie przestać być żenujący?
6146:  Dziękuję.
6149:  Zniszcz.
6151:  Dobrze.
6153:  Zniż jeden generator.
6155:  Okej.
6157:  Dobra.
6163:  Co?!
6165:  Spokojnie!
6166:  O, dobrze, dobrze!
6168:  Jezus, już myślałem, że... Okej.
6173:  Okej.
6186:  Zniszczcie im to, nie będą w stanie tego wybudować już później.
6191:  Dobrze.
6193:  Taktycznie, taktycznie.
6195:  Przydajcie się na coś, zniszczcie elektrownię.
6202:  Dobrze.
6204:  Następną elektrownię.
6207:  Teraz jeszcze ostatkiem się zniszczcie wieżyczki.
6212:  Dobrze.
6222:  Koniec z awatarami.
6225:  Okej.
6228:  No ale teraz jest do porobienia, bo tutaj jest wolna, praktycznie już wolna droga.
6234:  Fuuu.
6236:  O przepombowcy.
6240:  Okej.
6242:  Więcej juggernautów będziemy potrzebowali, chociaż teraz to już jest fakultatywne raczej.
6251:  No poczekamy na atak dzieła jonowego.
6253:  Tu walniemy dziełem jonowym w to miejsce.
6256:  Wykończymy Świątynię Not i będzie git.
6258:  O. Ja tu na izi nie dawałem rady, grałem swego czasu.
6269:  Aaa!
6270:  Wszystko kwestia praktyki, moi drodzy.
6273:  Ta baza nad przypomniami Dol Guldur, Jezu!
6276:  Absolutnie.
6278:  Przepięknie jest zaprojektowana.
6286:  Gdzie Unit Lost?
6287:  Gdzie?
6288:  Która znowu?
6291:  Nie, nie, nie, nie, nie!
6296:  Jezus, nie rób mi tego, jakim cudem to trafiło!
6300:  Nie chcę wygrać!
6301:  Nie!
6302:  Nie!
6302:  Nie!
6303:  Nie!
6304:  Nie!
6304:  Daj mi wczytać!
6308:  Boże drogi!
6310:  No właśnie, dlatego nie chcę przegapić filmu!
6314:  Szlak by trafił wszystko!
6316:  Musimy powtórzyć teraz!
6319:  Ale to była dobra strategia.
6321:  Teraz już wiem jedną rzecz.
6323:  Trzeba iść tędy.
6326:  No szlag może człowieka trafić, jakim cudem to tam trafiło w ogóle, nie?
6332:  Ja tego kompletnie nie... Tu idź, tędy debilu!
6336:  Wiesz, Stepanie, co ja muszę robić?
6338:  Co ja muszę robić, żeby oni mnie słuchali?
6340:  Po prostu, ja muszę przechodzić przez jakieś tortury.
6344:  Jak całość oceniam Genshin Impact.
6346:  Adamie, wiesz co, ja bardzo lubię Genshin'a, to jest gra, która jest fenomenem i trzeba sobie zdawać z tego sprawę.
6353:  Uważam, czysto z takiej groznawczej perspektywy.
6356:  Jak to się stało, że gra gacza zyskała taką popularność?
6360:  Jak to jest możliwe w ogóle?
6362:  Coś musiało być w niej takiego, czego nie było w innych grach gacza.
6371:  Dobra.
6372:  Więc tak, awatarami pójdziemy z tej strony i wtedy będziemy mieć większe szanse.
6377:  Bo ostatnio rozproszyli się za bardzo.
6384:  Ja muszę strasznie uważać po prostu z tym atakowaniem działem, moi drodzy, bo ono ma większy zasięg niż myślałem.
6390:  Albo po prostu te budynki są słabe, kto wie.
6394:  Może tak zrobię, o. Tutaj.
6400:  W ten sposób zniszczę parę... O właśnie, o właśnie!
6406:  No.
6406:  Tak to ma wyglądać.
6410:  I teraz idziemy.
6416:  Można mi się uda... Okej.
6429:  Jest względnie dobrze.
6432:  Po prostu idźcie.
6433:  Po prostu idźcie.
6436:  Istnieje jakaś gra na DOSa, do której bym chciał wrócić?
6438:  Chyba nie.
6440:  Bardzo się cieszę, że już za nami są te czasy.
6444:  Rysła by się na mnie strasznie obraził.
6450:  Zniszczcie wszystkie wieżyczki.
6456:  Mówiąc wszystkie wieżyczki, mam na myśli wszystkie wieżyczki.
6458:  Dobrze, postawa agresywna.
6463:  Dobra.
6467:  Dobra, jest okej, jest okej.
6469:  I teraz tutaj możemy wysłać inżyniera.
6472:  Dwóch inżynierów.
6473:  Dobra, jeden już jest.
6476:  Żeby zrealizować cele poboczne.
6477:  Boże, jak ja się poświęcam dla celów pobocznych.
6481:  Maszerować, maszerować i miażdżyć, maszerować i miażdżyć, maszerować i miażdżyć.
6485:  Dobrze, dobrze.
6486:  Zmiażdżcie wszystkich.
6487:  Świetnie.
6488:  Zmiażdżeń.
6489:  Dobrze.
6491:  Uważać, uważać.
6492:  Nie, tego nie niszcie.
6494:  Przestańcie.
6499:  Dobrze.
6500:  To zniszczone.
6501:  Atak wtedy, kiedy ja karzę.
6512:  Zniszczyć te wieże, dobrze.
6515:  Okej, okej, okej, okej.
6519:  To zniszczyć.
6520:  Fabrykę.
6523:  Świetnie.
6524:  Zniszczyć ostatnią elektrownię.
6528:  Dobra, to jest o wiele lepszy atak niż poprzednio.
6533:  Ennea Gramor jest Jamnikoem, dziękuję najserdeczniej.
6536:  Mag otrzymuje wsparcie, niuch!
6538:  Magiczny Prożek otrzymuje wsparcie.
6540:  I Axleben, dzięki najserdeczniejsze.
6549:  No proszę bardzo, wleźliśmy od tylca tutaj moi drodzy, najlepiej.
6558:  I MD jeszcze, i Gnomeus otrzymuje wsparcie.
6561:  Proszę bardzo.
6563:  Ja się nie napiłem od początku streamu.
6568:  Nikt mnie nie upomniał.
6571:  Jak możecie być takim nieupominającym czatem?
6574:  To jest skandal absolutny.
6579:  Ja zdążyłem zniszczyć całą świątynię Nod praktycznie.
6581:  Jaki unit lost?
6582:  Gdzie znowu?
6583:  Okej.
6592:  Lecisz tam.
6593:  Jaka herbatka?
6594:  Pyszna.
6594:  Pomarańczowe ciasteczka, Dominiko.
6597:  Dune 2000 na PlayStation?
6599:  To się da?!
6603:  To się da?!
6605:  Ojciec, spoko.
6606:  Nie sądziłem, że to jest możliwe nawet.
6608:  Dobra.
6612:  A, on tutaj cały czas niszczy.
6614:  Nie, jeszcze... No nie, okej, okej, okej.
6616:  Okej, jest dobrze.
6618:  Zniszcz mi budynek cywilny.
6619:  Jestem zdenerwowany.
6620:  Wszystkich cywili chcę teraz zabić i wyeliminować.
6623:  Dobrze.
6623:  I to poszło lepiej.
6625:  To poszło lepiej.
6626:  Zdecydowanie.
6627:  Jest W. W roboczy.
6629:  Dobrze.
6629:  Dobrze.
6629:  Bardzo dobrze.
6637:  Nie zesnaj się.
6642:  Inżynier, zapisuję.
6644:  Zbuduj i zatrzymaj nowy obowiązkowy projekt.
6646:  Zbuduj i zatrzymaj nowy obowiązkowy projekt.
6648:  Zbuduj i zatrzymaj nowy obowiązkowy projekt.
6664:  Gdyby tu nianiczenia nie było, nigdy nie będzie go więcej nianiczenia po findingu dragonów w StarCraft 1.
6669:  O Jezu, tak!
6669:  Dragony!
6671:  Ale przyjemna jednostka.
6673:  Wciąż się cieszyłem, jak została dodana do dwójeczki.
6679:  I teraz obejrzymy wszystkie filmy.
6687:  Sztab Generalny, GTI.
6690:  Cóż, komandant, miałem rację.
6691:  Zrobiłeś świetną pracę w zabijaniu kościoła, a twoja praca była niesamowita.
6694:  Nod był w ostatnich stopniach do montażu zbiorniczo-tyberianowej bomby, ale wytrzymaliśmy wszystkie materiały.
6700:  Mamy również informacje o tym, że Kane i jego inner circle zamknęli się w południe kościoła.
6706:  Niestety, miejsce jest nieprzyjemne, więc musisz się wyśmienić.
6710:  Powiedz mi, generał, nasi ace na defensy, są z powrotem, czy nie?
6719:  Kejn jest niepenetrowany.
6724:  Tak, Dominico, ten aktor Rolando.
6726:  Wiemy, jak to się tak skłaniają.
6746:  Moje zainteresowania nie są dla mieszkańców tej regionu.
6748:  Moje zainteresowania są dla naszego publicznego.
6751:  Populistów GDI, którzy zostały zaproponowani za opłatę dla Filadelfii.
6755:  Jak teraz zauważysz, to jest koniec.
6756:  Nie mów o twojej politycznej kredybilności.
6758:  Przepraszam, generał, ale dr Giraud nie jest.
6759:  I wygląda na to, że został zainteresowany.
6765:  No, to w porządku.
6765:  Komendant, chcę, żebyś to skończył raz i za wszystkim.
6774:  Uśmiechnięty Lando.
6782:  Ale Marcinie, czy nie byłoby fajnie, gdyby live action cutscenki wróciły do gier?
6786:  Hot take.
6787:  Ej, wiecie, co zrobimy?
6792:  Zaszczep Tiberium?
6794:  O Jezu, tak, to jest to, co ma Nod.
6797:  Zdolność Nod.
6799:  Dlatego Nodem się najlepiej bronicie.
6804:  Popatrzcie, popatrzcie, jak leci fruwu, fruwu!
6807:  Fruwu, fruwu!
6809:  I pyszne kryształki, mniam, mn... Co?
6816:  A, jeszcze mamy rakietę Katalist.
6818:  Przepiękna sprawa.
6821:  Rakieta Katalist niszczy... bardzo dużo.
6829:  Na bardzo dużym obszarze.
6830:  I wszystko co ma kontakt z Tiberium.
6835:  Nie wiem jakim cudem.
6852:  Exterminatus!
6858:  Choć Kane i większość jego środka są wierzycieli, że został zabity, eksplozja również detonowała likwidowy depozyt Tiberii, ukryty poniżej templu, produkujący śmiercią i poziom radiacji na większość Wschodniej Europy.
6873:  W tej chwili nie jest jasne, czy to był wypadek, czy ostatni, przerażony akt terroryzmu przez Kane.
6882:  Do tej pory jedyna odpowiedź od GDI była stwierdzeniem dyrektora aktora Boyle.
6886:  Silver lining to jest to, że to walnęło nie w Amerykę, tylko w Europę Wschodnią.
6907:  To jest Silver Lining.
6911:  Godzina 14 minut.
6912:  To rozumiem.
6914:  Wykonana na wysokim trudność.
6916:  Pięknie.
6917:  Nora mutantów zdobyta.
6919:  Wspaniale.
6920:  Wszystkiego się dowiedzieliśmy.
6922:  I przeczytamy teraz o życiu w strefie żółtej.
6927:  Ponieważ na tych streamach nie ma rasizmu.
6932:  Ale wpierw cutscenga.
6935:  Beyond all reason nie kojarzę RTS-a.
6937:  Piękna pani.
6938:  A propos strefy żółtej, ha, ha, ha!
6940:  Pani z badmintonu galaktyka.
6941:  Here it is, sir, on Sat-3.
6980:  Moi drodzy... This gift just keep on giving!
6982:  Zaczęło się.
7036:  Zatakowana jest frakcja Screen, moi drodzy.
7041:  Została przyciągnięta wybuchem tyberium.
7043:  Zergowie wrócili.
7046:  W roku 2028 GDI zniszczyło bardzo skomplikowaną matrycę danych od Nod.
7049:  Jest oczywiście nie z tej ziemi.
7051:  Nazywają ją Tacitus.
7051:  Zdecydujemy to tutaj, w Inopsie.
7053:  I wszystko co wiemy na pewno, jest to, że dany dany dany dany dany dany dany dany dany dany dany
7065:  Współpraca pomiędzy eksplozją i inwazją Liquid Tiberium wygląda dobrze.
7068:  Niezrozumiałe.
7068:  Współpraca pomiędzy eksplozją i inwazją Liquid Tiberium wygląda dobrze.
7072:  Niezrozumiałe.
7072:  Współpraca pomiędzy eksplozją i inwazją Liquid Tiberium wygląda dobrze.
7075:  Niezrozumiałe.
7076:  Współpraca pomiędzy eksplozją i inwazją Liquid Tiberium wygląda dobrze.
7079:  Niezrozumiałe.
7080:  Współpraca pomiędzy eksplozją i inwazją Liquid Tiberium wygląda dobrze.
7084:  Niezrozumiałe.
7084:  Współpraca pomiędzy eksplozją i inwazją Liquid Tiberium wygląda dobrze.
7087:  Niezrozumiałe.
7088:  Współpraca pomiędzy eksplozją i inwazją Liquid Tiberium wygląda dobrze.
7092:  Niezrozumiałe.
7093:  Współpraca pomiędzy eksplozją i inw
7095:  Nie wierzę, że to naprawdę się dzieje.
7097:  Prawda, komendant.
7098:  Nie wiem, ile słyszałeś o Nowym Edenie.
7113:  Deutschland, Deutschland, Überallianz... Znaczy, teraz Überallianz, a nie Überalles, tak.
7118:  Mamy tutaj wszystko.
7119:  Battlestar Galactica, Star Wars, Doktora Hausa.
7122:  Wszystko.
7146:  Oczywiście, że będzie ogrywany Gniew Haina.
7148:  To jest moja ulubiona gra absolutnie z tej serii.
7151:  Europa Północna tym razem, moi drodzy.
7154:  Zrobimy sobie zapis kampanii.
7156:  Jamnicza... Jamnicza kampania for the win!
7165:  Starship Troopers jeszcze, tak, Legend of Mars, w ogóle fenomenalna jest animacja Starship Troopers Legend of Mars, jak mi się to dobrze oglądało.
7173:  Starship Troopers Legend of Mars.
7177:  Nie wiem, czy kojarzycie, ale bardzo, bardzo fajna sprawa.
7181:  Nie, Traitor of Mass, przepraszam.
7183:  Przepraszam, oczywiście, że się pomyliłem.
7185:  Bardzo dobra jakaś animacji.
7189:  Strasznie Krzysztof lubi.
7191:  O, tak, tak, tak, tak.
7192:  Hydraliski, które wcale nie są hydraliskami.
7194:  Wielkie wybuchy, wspaniałe rzeczy.
7197:  O, ho, ho, jak się to oglądało z sympatią.
7200:  Przepiękne sprawy.
7201:  Nie wiem, czy tutaj pokazują to oblężenie takiej bazy.
7204:  No, lubię takie rzeczy.
7206:  Wrzucę wam linka nawiasem, mówiąc czemu by nie, niech będzie.
7213:  Dobrze.
7213:  Monachium, ewakuuj inżynierów.
7215:  Czy to zawsze muszą być inżynierowie, którzy się nie ogarniają?
7220:  Brutalny szturm obcy spadł na Monachium z zaskoczenia.
7223:  Znajdujący się tam garnizon Global Dachshund Initiative był kompletnie nieprzygotowany do obrony i bitwa zakończyła się, zanim jeszcze się rozpoczęła, ponieważ byli tam wyłącznie inżynierowie, którzy się poruszają wolno, gdyż nie ćwiczą.
7233:  Obcy zajęli się wymazywaniem miasta z mapy świata, a ty musisz zebrać swoje ocalałe siły, odbywające portal za miastem i poprowadzić atak od tyłu.
7241:  W ten sposób zyskasz dość czasu na ewakuację inżynierów, którzy zostają zabrani przez transporterowca opancerzone, ponieważ sami nie mogą chodzić.
7247:  Muszą przy niej jechać po nich transportery.
7250:  W ich posiadaniu znajdują się kluczowe informacje dotyczące naszych nowych wrogów.
7253:  Nie dopuść, żeby im się coś stało.
7255:  Chodzi o inżynierów, a nie o wrogów.
7258:  Czy grałem strategiczną część Starship Troopers?
7259:  Coś mi się kojarzy, ale chyba nie grałem.
7262:  Inna wada tej gry jest taka, że nie wyszło po niej już nic lepszego do grania w single'a.
7265:  Ta gra nie wyszła od wczoraj.
7267:  Tak?
7268:  Tak?
7268:  Absolutnie się zgadzam.
7269:  To była ostatnia legendarna strategia tego rodzaju.
7274:  Przypominam, że Mediunat po niemiecku... Mainland!
7281:  To nie jest prosta misja, to nie jest prosta misja, moi drodzy.
7287:  Eskot myszym... Eskot myszym, jak ja nie znoszę.
7294:  Ale chyba my nimi sterujemy, tak mi się przynajmniej wydaje.
7297:  Gdybyś ewakuował doktorów, to co innego.
7299:  Wtedy na pewno byśmy nie musieli ewakuować do Bartosiaka.
7304:  To się nie znudzi.
7306:  Okej, jesteśmy w pełni awansowani, to tyle, dobrze.
7313:  Moving, moving.
7317:  Moving, moving.
7318:  Okej, blow the bridge, bardzo dobrze.
7321:  Obciągnęli mostowi, co?
7323:  Świetnie.
7328:  Pitbulle, atakujcie.
7330:  Pięknie!
7333:  Powiedzcie mi, że to są moje czołgi.
7335:  Niemcy się bronią jak za starych dobrych czasów!
7338:  Łoj oj oj!
7340:  Dobra, to będzie druga grupa.
7342:  Pitbull'e to będzie pierwsza grupa.
7346:  Mówię, że nie mam misji na czas?
7348:  Nie pamiętałem tego!
7350:  O Boże, to są straszne statki.
7354:  Jesus Christ, co tu się dzieje?
7359:  What do you need?
7360:  Troopers ready for action.
7364:  Napij się wody, zacznę zmówić niepokojące rzeczy.
7369:  Co ja poradzę?
7370:  O!
7373:  Nie, tylko nie mury!
7375:  Dajcie mi te jednostki, a będę nimi lepiej administrował.
7381:  Widzicie, widać, że to są Amerykanie.
7382:  We're not gonna make it to the subway.
7385:  Obcy atakują, a Amerykanie myślą tylko o fast foodzie.
7388:  Oczywista sprawa.
7392:  O mój Boże, o mój...
7398:  Jezus Maria.
7399:  Jezus Maria.
7401:  Nasi komandosi sobie ledwo poradzili.
7407:  Czy ja już straciłem?
7408:  Nie, nie straciłem.
7408:  Dobrze.
7409:  What do you need?
7410:  What do you need?
7414:  Czy został nam tylko jeden wóz?
7416:  Nie.
7416:  Jest naprawiany teraz.
7420:  Jezus Maria, co tu się dzieje?
7423:  Jaki unit lost?
7424:  Gdzie unit lost?
7428:  Bądźmy razem teraz!
7436:  Niesamowity!
