🔴 Wakacje w Teyvacie | GENSHIN IMPACT Livestream #15
🔗 https://www.youtube.com/watch?v=9ILtuiAVQFI

4:  Cześć.
4181:  To dlatego.
4183:  Rany boskie.
4194:  Oh, więc masz na myśli używanie jakiejś magii wioski, żeby naprawić tablicę?
4221:  Dać szansę Prey od Arcana.
4223:  Prędzej czy później dotrzemy do Prey Monday Z, ale chciałbym też Deathloopa ograć wcześniej.
4230:  To, wczoraj był finałowy odcinek We Boys, Robert, absolutnie, polecam.
4235:  A potem polecam rozmowę na bez schematu.
4238:  Ci z was, którzy nie widzieli rozmowy na bez schematu, Michał z Ponarzekajmy o Filmach powiedział coś tak śmiesznego, że ja się autentycznie przewróciłem.
4246:  Wywaliłem się z krzesła i byłem na ziemi.
4249:  Jeżeli to was nie zachęci do tej rozmowy, to nie wiem, co was zachęci.
4253:  Czemu ona tak piszczy?
4254:  Czy mowa o Nilu, czy o Paimon?
4257:  Bo jeżeli o Nilu, to banuję.
4264:  Chodzi o Shorta Pirate Software, ten pracownik Blizzarda tworzy własne gry teraz.
4268:  A to jeżeli to był Pirate Software, to ja absolutnie i w 100% wierzę, bo on faktycznie był pracownikiem Blizzarda i ma skilla.
4278:  Aaa... I to jest super, moi drodzy, bo pojawiło się coś ważnego, nie?
4289:  I człowiek może sobie sprawdzić, tak?
4291:  O, proszę bardzo.
4292:  Goddess of Creation nagle.
4294:  To w ogóle dla loremistrzów będzie rewelacyjne.
4296:  O!
4297:  Czyżby była tutaj funkcja...
4303:  Tak się da?
4303:  Że jest opis i go można przeczytać?
4304:  Nie wiedziałem, że to jest możliwe.
4306:  Jezus Chryst.
4328:  Abracadabra nie do końca to znaczy, ale generalnie tak, chodzi o sprawczość woli i swoją drogą z tego bierze się Avada Kedavra.
4356:  Tak, Ether, to jest dodana nowa funkcja w gęślinie, tak?
4361:  A wiesz, ale to jest super, że dodawane są takie rzeczy, które naprawdę mają sens i o którymi się mogą zainspirować inni deweloperzy, bo... Z wszystkich gier, które znam, nigdy się nie spotkałem z takim rozwiązaniem nigdzie.
4375:  Żeby był taki log dialogów, w którym jeszcze można przesłuchiwać wypowiedzi.
4379:  Tego nie było.
4387:  Czy można użyć awady na Paimon?
4395:  Tak.
4395:  Nie ma bardziej morderczego czaru niż abrakadabra w tej całej magii, narzeka Siegmein.
4401:  No fajniej byłoby, żebyśmy coś takiego dostali, prawda?
4405:  Nie, czyli ja jedyne co mogę robić, to jak mówi Paimon, to mogę oblipować.
4409:  Znaczy technicznie... Ja mam pomysł.
4422:  Da się zrobić coś takiego na moim mikserze, że jestem w stanie jako blip dać dowolny utwór, więc teoretycznie mogę wciskać blip za każdym razem, kiedy będzie Paimon coś mówić i to będzie temat Kirary.
4445:  Trzeba będzie tak zrobić.
4447:  Obiecuję, że na następnym Genshinie to będzie.
4450:  Bo wszystko na Roadcasterze Pro albo Roadcasterze Duo jest skomplikowane.
4454:  Proszę bardzo, dlaczego Księga Magiczna zawsze musi wyglądać w taki sposób?
4458:  Dlaczego to nigdy nie może być Mroczny Grimoire?
4461:  Dlaczego zawsze to musi tak wyglądać?
4465:  Aha, czyli to są po prostu questy.
4467:  Okej, można i tak.
4470:  Boże, ile tych questów tutaj jest.
4472:  Jesus Christ.
4475:  Mówiłem, że będą questy.
4477:  Moc questów.
4480:  Mocz Questów!
4482:  Awokado kadawra, kiedy lekarz znajdzie w złotach... w złotach tłusty owoc.
4486:  Tak właśnie jest.
4489:  Widziałem już te, yyy, posty absoluty, absoluta, absolutissime, just like him.
4494:  Dziadzio Orzech?
4496:  Zgęślim bardzo high fantasy.
4497:  Ha? !
4509:  Ha!
4509:  To jest ciekawe pytanie.
4511:  Ha ha!
4513:  Zastanawiam się, bo tutaj są elementy fantastyczno-naukowe też, ale nie tak w znaczącym stopniu.
4518:  Poza tym mamy ten problem, że tutaj jest amalgamat różnych fantazy, bo masz troszeczkę fantazy, która jest dalekowschodnia, masz trochę fantazy, która jest steampunkowa w Fontaine.
4532:  Skomplikowane!
4533:  Na pewno jest fantazy!
4536:  To jest haha fantasy.
4554:  Proszę, nie oglądaj murury, bardzo proszę.
4559:  Kiedy Eden?
4560:  Edenik już zakończony.
4562:  Ja bym to zaklasyfikował jako harem fantasy.
4567:  To już były w tym, w Fontaine.
4570:  Naprawdę będzie działało.
4572:  Basically the pipes need to be connected properly to allow the magic tonic to flow through.
4586:  If you put the wrong pipe in the wrong place the tonic will get stuck halfway.
4594:  Musimy przepuścić przez rury magiczny tonik, żeby zapłodnić las.
4605:  Przypominam, że w Sumeru była sztuczna inteligencja hologrami Hivemind.
4609:  Tak!
4610:  Sumeru absolutnie miało vibe fantastyczno-naukowy.
4613:  Czy grywałem w Total Wary?
4614:  Pewnie, Michał!
4615:  Jest najdłuższa seria na kanale, to jest Warhammer Total War i nawiasem mówiąc bardzo często wraca takimi albo w środę, albo w piątki.
4626:  Imaginarium Theater.
4628:  Na razie mi się Felicio podoba względnie, chociaż nie podoba mi się to, że nie mam wystarczająco dużo postaci, żeby to miało sens.
4635:  No dobrze.
4636:  Zagadka nielogiczna, ale ona jest prosta akurat.
4639:  Prosta zagadka nielogiczna.
4640:  Musimy, moi drodzy, umożliwić drenaż fluidów.
4651:  Aha.
4653:  Something is no yes.
4657:  Wiedziałem, że to nie będzie takie proste.
4662:  Okej, to będzie proste.
4665:  Fluid.
4668:  Boże, to wygląda jak jakaś wielka dżdżownica.
4679:  Proszę bardzo.
4682:  Zalałam kawał lapka za sześć tysięcy.
4684:  Rany boskie!
4685:  Ago!
4686:  Natychmiast!
4688:  Natychmiast odwróć do góry nogami!
4690:  Natychmiast!
4691:  Suszarka!
4694:  Wyjmij baterię, tak jest.
4696:  W tej kolejności.
4704:  Ja wam... do ryżu!
4708:  Ja bym się bał dawać do ryżu.
4715:  Phoenix, nie widziałem twojego pytania.
4718:  Już sprawdzam.
4719:  Męczę się z Robotron.
4720:  Skończyłem cztery lata temu serial i książka jest identyczna.
4722:  Nie lubię wiernych adaptacji, bo nie czuję przyjemności z doświadczenia.
4725:  Kiedy książki odejdą od serialu?
4727:  Bardzo szybko.
4728:  Na poziomie Storm of Souls będziemy już miały różnicę i to spore.
4733:  Wiążą się one z pewną panią Stark.
4747:  Grycerz pisze, że ryż wbrew pozorom nie pochłania wilgoci, po prostu zapłata dla Chińczyków za naprawę ukradki.
4759:  Ej, to... Ten quest coś mi przypomina.
4764:  Laptop do ryżu, potem do garnka na duży ogień, pisze Maria Wu.
4766:  Dzięki ci za wsparcie od 29 miesięcy.
4768:  To mi przypomina o pewnej książce.
4774:  Ej, ale jestem ciekaw, czy znacie.
4776:  Mianowicie, książka to... Atramentowe serce.
4783:  I następne tomy.
4784:  Atramentowy świat bodajże był następny, a atramentowe coś jeszcze.
4794:  Atramentowa krew.
4796:  Ale to jest super.
4797:  To jest właśnie taka cozy książka na wakacje.
4801:  Zwłaszcza jeżeli macie sporo tolerancji względem, powiedzmy, takiej młodzieżowej mocno fantasy.
4808:  Ja uwielbiałem.
4810:  Przeczytałem to jako stary byk już, a płakałem i byłem wzruszony.
4816:  Więc jest bardzo podobnie, to znaczy atrament w tym świecie, Corneli Funke, tworzy świat fizycznie.
4825:  Znane wspomnienia odblokowane przemieniam.
4827:  I to jest cudowne absolutnie, bo trafiamy do tego świata i później spotykamy tego człowieka, który zresztą tworzył ten świat, w nim rzesz.
4835:  No rewelacja absolutna.
4837:  Bardzo ciepłe wspomnienia Ether pisze, no.
4842:  Nie ma to jak wrózia.
4843:  Najlepsza wrózia to był dzwoneczek.
4845:  Jezus, ja miałem kraszna dzwoneczka, rany boskie.
4871:  Nie bądź dziwna.
4873:  Nie ma sensu, że jesteś wystarczająco starsza, by ją poznać.
4875:  Jesteśmy tej samej wieki.
4877:  I myślę, że wiedziałbym, gdybyśmy razem opowiedzieli o naszych życzeniach do goddessów śmierci, więc zacznijmy mówić o papierze.
4889:  W jakiej cenie są porządniejsze lapki?
4891:  Ciężko powiedzieć, Nadio.
4893:  Ja miałem tak, że musiałem niestety kupić Ultrabooka za ciężkie pieniądze, więc kupiłem go na... Jak to się nazywa?
4901:  Na leasing.
4903:  I dalej spłacam.
4904:  Już rok spłacam.
4905:  O, dobra.
4906:  To był mój ojciec, w porządku?
4907:  On był tym, kto ją zobaczył.
4911:  No Tinkerbell, she has the looks.
4914:  No umówmy się.
4915:  Jakby była gra o Jamnika Zubina, a Gollum to bym zagrał?
4919:  Tak, dla Jamnika.
4928:  Do Adgramer poleca maczka z ultrabooków.
4934:  Yandela XPS.
4936:  Wiecie, dlaczego to jest zabawne?
4940:  Właściciele Maców, a Mac jest bardzo popularny na uczelniach, zawsze mi mówili, o Krzysztof, to jest jakiś nowy Apple, to jest jakiś nowy MacBook.
4946:  Ja mówię, nie, nie, nie.
4948:  To jest ultrabook, ale lepszy od waszych MacBooków.
4954:  No klasa, naprawdę.
4955:  Serio?
4955:  Klasa.
4958:  Przede wszystkim jest cieniusieńki, jest naprawdę malutki.
4960:  On jest prawdopodobnie, albo na pewno jest cieńszy niż MacBook Air, ale jest chyba w tej samej wielkości, tak mi się wydaje przynajmniej, natomiast moc ma niesamowitą.
4972:  Czekaj, więc to wszystko?
4975:  Paimon myślał, że magia kreacji ma trochę więcej... pizazzu.
4981:  Paimon, proszę, nie.
4983:  Oh, więc w twoim świecie kreacja życia to dużo bardziej wyjątkowa rzecz?
5000:  To jest nieprawda.
5001:  To jest nieprawda.
5002:  To jest nieprawda.
5003:  To jest nieprawda.
5005:  Ja mam dowód, że to jest nieprawda.
5009:  Magic doesn't need to be spectacular, tak?
5012:  Naprawdę?
5013:  Naprawdę?
5025:  Tyle w temacie.
5027:  Gdzieś to była skrzyneczka.
5032:  Magia nie musi być spektakularna.
5033:  Trochę szkoda, gdy nie jest, prawda?
5036:  Właśnie.
5037:  Właśnie.
5038:  Czekajcie, tu jest jeszcze coś do znalezienia radosnego, więc ja pominąłem, proszę bardzo.
5046:  Broń, przecież za każdym razem, kiedy ty cenzurujesz pę, ona rzuca wiązanki.
5050:  Widzicie?
5051:  Czyli to jest sposób.
5055:  Nidlet i jego kometa Artuza.
5060:  Przez 4 lata sprzedawałem lawki, 80% ludzi kupujących XPSy w ciągu 2 tygodni wymieniało je na Mac i pisze Bartek.
5065:  Serio?
5067:  Znaczy wiecie, może to jest kwestia tego, co mieli w środku tych XPSów.
5070:  Ja tam wpakowałem sobie wszystko, co mogłem, żeby był najpotężniejszy z możliwych.
5075:  Więc nie wiem, ja mam jakieś 32 giga RAM-u, więc wiecie.
5082:  Ja jestem bardzo kapryśny, jeżeli chodzi o szybkość komputerów.
5086:  Jedyne, co mogę powiedzieć, to jest faktycznie, jest krytyka, to z klawiaturą, znaczy wróć, z touchpadem się działy dziwne rzeczy, ale nie w każdym lapku się działy dziwne rzeczy z touchpadem i wszystkich touchpadów nienawidzę porówno.
5101:  O, stream!
5102:  Twój rytm jest znowu zakończony!
5104:  W tej cenie nie jest nawet lepszy niż w tamtym rejestrze!
5108:  Ta grupa nie jest tutaj, żeby się zniszczyć!
5111:  Hehehehe!
5111:  Wiesz, że nazywam się Countem, ponieważ naprawdę lubię... Hehehehe!
5134:  I can sit and **** all day.
5139:  Sometimes I can be carried away.
5145:  Piękne, absolutnie piękne.
5147:  Sometimes I get carried away.
5149:  O, właśnie, mi brakowało sylaby jednej.
5152:  Cudowne.
5159:  Ja właśnie dlatego myślę mat i maf, że ludzie wymieniają te dele, które mają mniej ramów lapka, bo nie wyobrażam, żeby pracować na nim ośmiu gigabajtach ramów.
5170:  To jakiś dramat absolutny.
5172:  Czy będzie recenzja akolity spoilerowa?
5174:  Będzie dyskusja na bezschematu.
5175:  Jak wiecie, ja nie lubię mówić o fabule, ale mogę dyskutować o fabule.
5179:  I na bezschematu jest planowana dyskusja we wtorek o akolicie.
5181:  Ja ją podlinkuję jako przypięty komentarz pod filmem.
5188:  Ja chciałem tylko odnotować, że to Robert Rocker powiedział, że touchpad Machu jest zajebisty, ponieważ jest duży i sztywny.
5193:  Ja tego nie powiedziałem.
5195:  Ja tego nie powiedziałem.
5202:  Monomon Luzarowska pisze, że za każdym razem, jak się śmieje, w jej głowie gra ten wstęp do Feel Good Inc.
5208:  od Gorillaz, gdzie typ się śmieje?
5210:  Jezus Maria, nie znam tego.
5212:  Zakończenie Q Inazumy.
5214:  Wow, pora na sumeru, pisze Agnieszka Ori.
5215:  Mówiłem, że Inazuma ma najlepszą fabułę i dalej będę umierał na tym wzgórzu.
5222:  To naprawdę się nazywa stream.
5224:  Czy tutaj będzie jeszcze żaba, która się nazywa chat?
5226:  To będzie wtedy bardzo zabawne.
5229:  Firecracker?
5233:  Okej, znaczy szczerze, jeżeli ja widzę Firecracker, to ja widzę jeden obraz w tym momencie i to jest babeczka z The Boys.
5240:  Jesteśmy nie pracowali od jakiegoś czasu, z zakończeniem i wszystkim.
5244:  Dobrze, szczerze powiedziawszy, żaby nie interesują mnie kompletnie, wasza historia.
5252:  Czy on mruga?
5254:  On mrugnął, on mrugnął, on mruga!
5256:  Tak, oni mrugają.
5257:  I to jest naprawdę duży.
5259:  Jesteś prowadzącym twojego grupy, prawda?
5265:  Okej, Nilu mówi o liściach lotosu, myślałem, że mówi o czymś zupełnie innym.
5272:  To nie jest dobry jamnik do bankowania, mam innego jamnika do bankowania.
5284:  Czy kojarzysz serię książek Louie Lurie Daftsa?
5287:  Bo absolutnie... Szkozielek szanuje, że znasz serię, bo ludzie znają zwykle pierwszy tom, a tam jeszcze jest syn, drugi i trzeci dom.
5299:  Odebrany mat i maf.
5302:  Pajman nie może się czuć bezpiecznie pomimo, że ufał kaka w The Boys, tak?
5306:  I know, I know, but... So he is a victim of the fading...
5313:  Mr. Stream.
5316:  Mr. Stream, ile uczniów oblałeś, przyznaj się.
5320:  Na egzaminach?
5324:  Studentów?
5324:  Nie wiem, czy ktokolwiek u mnie oblał.
5328:  może jedna osoba, ale jest i tak wrzesień, więc dla mnie oblanie egzaminów to jest wtedy, kiedy trzy terminy zawalisz, no to wtedy nic się nie da zrobić, ale generalnie u mnie zawsze jest, w ogóle w całym agiechu są trzy terminy, jest zero problemów, natomiast biorąc pod uwagę to, że u mnie na egzamina można korzystać z notatek z internetu, z nagrań moich wykładów, z prezentacji, z odniesień, a z odniesień do literatury naukowej nawet trzeba, ponieważ wymagam, żeby odpowiedzi były opatrzone przypisami, a nie były parafrazą wiedzy z podręczników,
5358:  i jest na napisanie tego egzaminu dwa tygodnie, to może zgodzicie się z tezą, że jeżeli ktoś w takich warunkach oblewa, to faktycznie totalnie nie ogarnia tematu i to jest oblanie sprawiedliwe.
5370:  No więc to się bardzo rzadko zdarza.
5372:  Ktoś kiedyś spytał Krzysztofa, dziękuję ci, Andrzej, jak fan za trybut, na gęśnowym streamie, czy tu się tylko zbiera skrzynki.
5379:  Na co on odpowiedział, werwady.
5380:  I tymi słowami wyleczą mnie z wszystkich gęśnowych kompleksów dzięki.
5383:  No bo to jest gra eksploracyjna, absolutnie, Andrzejku.
5388:  Przesympatyczne.
5389:  We just need to help you remember how to sing, right?
5393:  The traveler's got a great sense of rhythm.
5395:  We can help keep you in time.
5399:  Eksplozja klasy foliowego pisze, że zaskoczy nas, że używa do dzisiaj laptopa z dwoma... z 2K RAM-u, tylko ja jestem pracownikiem fizycznym i wyłączam go od czasu do czasu.
5408:  Nie no, to wtedy to rozumiem, jasne, poza tym, jeżeli nie masz tam zapchanych jakichś dziwnych rzeczy, to spoko, natomiast problem polega na tym, że rzeczywiście, jeżeli jakikolwiek pakiet, na przykład, nie wiem, typu Creative Cloud, czy coś takiego, chce się odpalić, nawet Office'a najnowszego, no to wtedy te 8 giga to jest już absolutne minimum.
5424:  Well, what do you say, stream?
5425:  Are... are you sure?
5427:  Don't worry about it, mister stream.
5429:  Nilu ma ładny głos, taki kojący.
5433:  Rycerz pisze, że fajnie byłoby, gdyby dodali normalny co-op, wspólna eksploracja z partnerką, to byłoby coś, co by mnie zatrzymało na dłużej.
5438:  No mnie też, zdecydowanie byłoby wtedy milej, ale powiem ci, że dla mnie i tak w grach może nie być co-opu, może być co-op, to jest dla mnie obojętne.
5446:  Ale w Gęszcinie faktycznie nawet ja przyznaję, że byłby spoko.
5451:  Bo ten co-op, który jest w tej chwili, jest bardzo irytujący.
5453:  Już nie mówiąc o tym, że trzeba z niego wchodzić i z niego wychodzić.
5457:  Aaa, wiem co to jest.
5458:  Widziałem już to.
5459:  To jest bardzo fajna też zagadka środowiskowa.
5462:  I pewnie ją teraz spieprzę.
5463:  Ona jest muzyczna.
5479:  I wiecie, wiecie co to jest?
5483:  Ja wam powiem, co to jest.
5484:  To jest symulator walki z bossami w Elden Ringu, ponieważ wciskacie, co jakiś czas przycisk i czekacie na swoją turę.
5491:  To jest dokładnie to.
5510:  Co jest?
5515:  Co?!
5521:  To była zapowiedź ułatw, była, była, była!
5529:  Na Discordzie była, ale krótko przed scenem, na godzinę przed.
5536:  No więc, moi drodzy, quest failed successfully.
5541:  Bardzo po mojemu.
5544:  bardzo śmieszny świat, powiem wam.
5549:  Krzysztof, radzę Cię szanować, pamiętaj, że jest on potężnym demonem, który rozporządza 200 legionami duchów.
5555:  To jest prawda.
5557:  Gdyby tylko jeszcze było to tak w tej grze.
5559:  To był symulator walki z Radanem, dokładnie tak.
5565:  Pan Cytrynka.
5567:  Przepraszam, ale to nie wygląda jak Cytrynka.
5569:  Must have fallen asleep in an awkward position to jest dokładnie to, co za każdym razem zrobiła...
5584:  Saju!
5591:  Saju every time.
5594:  To mi się podoba ten wymiar, jest sympatyczny.
5599:  Gdyby to był symulator Radana, to podczas twojej tury na klik miałbyś flashbanga, żeby nic nie widzieć.
5603:  To prawda.
5607:  Tutaj dla mnie się nie wczytały tekstury, czy to jakiś bug, nie?
5609:  To jest taki świat, w którym wszystko wygląda jak origami.
5612:  Nie wiem, co tu się dzieje, ale wiem, że się tu relaksują.
5616:  Tak właśnie, Ika, tak właśnie.
5621:  Oczywiście, są łączeni.
5651:  A, czyli teraz nas uczą tych mechanik, które mnie pokonały wcześniej.
5661:  Okej.
5665:  Lama, lama, lama.
5669:  Lama, lama.
5680:  Okej, czaję.
5683:  Jesteś głupią lamą!
5691:  Ciekaw jestem, jak to na kontrolerze wygląda, ale nie sądzę, żeby to było przyjemne doświadczenie.
5698:  Jemu się naprawdę wydłuża.
5700:  Znaczy jej, bo to jest lama.
5708:  Okej, czuję się jak gołąb.
5709:  Naprawdę w tym momencie się czuję jak gołąb.
5714:  Najgorzej wydane 160 złotych, pisze WhiteKey wspierając od 16 miesięcy.
5717:  Zauważcie, że WhiteKey postarał się o to, żeby podkreślić, że te 10 złotych wydawane co miesiąc złożyły się przez 16 miesięcy na 160 złotych.
5726:  Czym WhiteKey podkreślił, że najgorzej wydane pieniądze są na 16 miesięcy używania emoji na tym kanale.
5734:  Dziękuję bardzo wszystkim.
5738:  Czemu bąk?
5739:  Czemu bąk?
5740:  Że się lamie wydłuża, jak się ciągnie za sznurek?
5743:  Nie no, moi drodzy, to byłoby... Bąk byłby potrzebny wtedy, gdyby lamie się wydłużało, gdyby się ją ciągnęło za jaja.
5749:  Wtedy okej, rozumiem.
5751:  Ktoś mógłby powiedzieć, Micholo tutaj troszeczkę przesadziło.
5755:  Rozumiemy, rozumiemy, że metafory seksualne się zdarzają i są zaszyfrowane.
5762:  Nie są zaszyfrowane specjalnie haha głęboko, ponieważ wystarczy zobaczyć sobie na bardzo konkretne voiceline'y jednej z basicowych postaci, która się pojawia w grze, ale są.
5776:  Genshin Impact nie jest grą erotyczną, ale przynajmniej jest erotomański.
5780:  Mamy... Nie, nie, nie, przepraszam, ale ja po prostu tam powrócę normalnie.
5785:  To znaczy w ten sposób.
5787:  Damian Z. odnowił wspieranie.
5789:  Dziękuję ci.
5790:  Zainspirowany zapewne.
5792:  Apelem łajtki.
5793:  Dziękuję.
5794:  Masz jamniki przez kolejny miesiąc.
5797:  Tak właśnie.
5801:  Cóż, poza tym, że zajmowaliśmy się większością treści, wszystko, co musimy zrobić,
5823:  Jakie gry kupić, pyta justwhitelite.
5824:  Teraz?
5825:  Teraz mamy sezon ogórkowy, nie powiem ci.
5827:  Czy podobno wyszła jakaś nowa gra, a mianowicie ta, o której wcześniej rozmawialiśmy.
5832:  Powiedział Krzysztof, który już zapomniał.
5836:  Nobody wants to die.
5837:  To podobno wyszło, ale nie polecam jeszcze, tak?
5840:  Świeżo, trzeba obczaić.
5846:  O kim mowa?
5846:  Naprawdę Kozumi?
5849:  To jest słynna sprawa, że Mona pisze do Świerszczyka.
5855:  To było w fabule i nawet ja to pamiętam.
5861:  Dopiero teraz ogarnęłam, że Mona i Lisa... Tak mnie to zdumiało, że zapomniałem wybiblikować Feynman.
5871:  Faktycznie!
5872:  Jezus... Faktycznie!
5883:  You're right, Paimon.
5886:  Jaolin jest Jamnikołajką.
5888:  Dziękuję serdecznie Ekspozyja Fakasu Foliowego, Jan Papaja oraz TikTak i Crazy Demix oraz Longinek, którzy otrzymują wsparcie.
5898:  Dziękuję za wsparcie kanału i społeczności.
5900:  Teraz więcej ludzi ma jamniki.
5904:  Najbardziej subtelny ekstron Monalizu, no faktycznie.
5909:  Proszę bardzo, jaki ładny wiewiór.
5913:  Jakie gry są w twojej ocenie najlepszym systemem walki mieczami?
5919:  Sekiro.
5925:  Fun fact, o czym piszę w moim najnowszym artykule naukowym, który właśnie wyszedł.
5929:  Nie, to nie jest product placement, on jest dostępny na ResearchGate'cie moim w razie czego.
5934:  Jest taka gra, znaczy była taka gra, Clash Neela Stevensona.
5940:  Stevenson.
5941:  I ona była... A może to nie było Clash?
5947:  To na pewno było, może... Cholera jasna.
5952:  No nie pamiętam, muszę zajrzeć do swojego tekstu, przecież to jest okropne, że ja nie pamiętam takich rzeczy.
5962:  Na pewno to była granina Stevensona.
5966:  To jest w ogóle śmieszne, ja tyle razy zaglądam do swoich tekstów, żeby sobie przypomnieć o tym, co ja wiem, że nie macie pojęcia.
5974:  Gdzie to było?
5977:  Czy mogę przejrzeć wszystkie publikacje?
5981:  Jesus Christ, gdzie to było?
5983:  No nie pamiętam.
5984:  To było na pewno o Elden Ringu.
5987:  Ale to nie jest to.
5989:  O rany boskie.
5991:  I najzabawniejsze jest to, że to się powinno wyświetlić tutaj od razu, a jeśli nie wyświetla tutaj od razu, ponieważ świat mnie nienawidzi.
5998:  No nie przypomnę sobie, jak to się nazywało.
6001:  I jeszcze nie mogę znaleźć własnego tekstu, ponieważ... Aha, bo ja tu jestem niezalogowany, to dlatego.
6007:  Aaaa... To wiele wyjaśnia.
6008:  Ech...
6011:  Dobrze, to ja polecę przynajmniej z dialogiem, żebyście wy się nie znudzili, a ja się zaloguję.
6023:  To jest fajny wątek.
6024:  O, muszę sobie przypomnieć nazwę tej gry.
6028:  Login.
6032:  Typowy krzyż.
6033:  No, no, ja wiem!
6035:  Ja nie pamiętam rzeczy, które piszę we własnych tekstach, więc wiecie, to jest jakiś dramat absolutny.
6042:  O, dobry punkt!
6044:  Jesteś wieżącą, Nilu!
6045:  Co chcesz powiedzieć...
6048:  I teraz się wyświetlę, tak?
6051:  Teraz się cholera jasna wyświetlę.
6052:  Jak się zalogowałem, to się nagle wyświetlę.
6054:  Przecież szlag mnie jasny trafi.
6057:  View full text.
6058:  Więc jakby ktoś chciał, to wrzucam linka.
6061:  To jest swoją drogą.
6062:  Proszę bardzo, zaczyna się od Niedomagaj Amnixa z Dark Souls 2.
6066:  Co więcej, ze streamowych rzeczy mamy też wprost Niedomagaj Amnixa tutaj w tym miejscu, więc wiecie.
6074:  No i jest tutaj o tym Stevensonie.
6075:  Steve...
6078:  Wenson.
6082:  Jezus Maria, dlaczego mi tego nie przeszukujesz?
6085:  No przecież ja zwariuję, ja oszaleję.
6090:  Daj mi to pobrać, Chryste Panie.
6094:  Nie, nie, no to po prostu ja, ja, ja, ja nie mogę, ja nie mogę, ja nie mogę.
6099:  Jak może nie działać Ctrl F?
6102:  Ja to muszę znaleźć.
6104:  Jest!
6105:  Klang niekleśny debilu, czemu nie pamiętasz nic?
6110:  W 2012 roku Neil Stevenson zbierał na grę Klang, która miała zrewolucjonizować styl walki bronią białą w grach wideo i uczynić to doświadczenie możliwie najbliższym naszemu empirycznemu.
6119:  Po zebraniu 500 tysięcy dolarów na produkcję stała ona jednak zawieszona, co jest ciekawe.
6123:  Stevenson przyznał, że choć udało mu się zaprojektować prototyp wprowadzający nowelacje technologiczne, a chodziło o to, żeby odwzorować idealnie walkę bronią białą, to nie dostarczał on przyjemności z rozgrywki.
6135:  Zdaniem prozaika właściwie dlatego, że nazbyt się skupia na odwzorowaniu realiów historycznych.
6139:  Więc to jest fajna lekcja, którą daje Stevenson, że czasem nadmierny realizm nie jest najlepszy.
6146:  Dlaczego wszystko jest czarno-białe?
6147:  No przecież czasopisma naukowe bidne są, więc muszą czarno-białym stylu... Nic z to, że wiesz, masz wersję też online'ową, która nie musi być czarno-biała.
6157:  Nie, nie, nie, to jest nie do ogarnięcia.
6162:  Tak, Karol, to jest ten sam, a Neil Stevenson od Śnieżycy, Epoki Diamentów, Snow Crash, Panathemy, tak jest, to jest ten sam Neil Stevenson.
6169:  On ma obsesję na punkcie Fektunku i Szermierki.
6173:  Niech mnie ktoś zamknie.
6190:  A myślałem, że czarno-biały, żeby był bardziej prestiżowy.
6192:  A to też jest możliwe, bo to jest, wiecie, to jest nie byle co.
6196:  Mianowicie to się ukazało, to się ukazało w czasopiśmie.
6200:  Gdzie to jest?
6201:  Gdzie jest nazwa tego czasopisma?
6202:  Boże, ja naprawdę nie pamiętam, jakie to było czasopismo.
6207:  Czekajcie, jak to kliknę, to powinno być.
6209:  O!
6209:  Q-Art.
6210:  Już wierzycie, dlaczego nie pamiętam?
6212:  Kwartalnik Instytutu Historii Sztuki Uniwersytetu Wrocławskiego.
6215:  Sztuka!
6216:  Sztuka!
6218:  Dlaczego ona się tak trzęsie?
6221:  William pisze, że skończył eksplorację tego regionu.
6226:  Już? !
6242:  Ostatnio mam problem z wypaleniem w zawodzie IT Help Destrucia.
6244:  Oj, to się nie dziwię.
6245:  Myślę o przebranżowieniu się, natomiast czuję straszną bezsilność i bezsenność w swoich czynach.
6251:  A, bezsenność, to wiesz, no to to już jest efekt wypalenia niestety bardzo często.
6256:  Jest taka prosta porada, czysto światotwórcza, jeżeli chodzi o bezsenność.
6261:  Mianowicie, żeby zadbać o to, żeby miejsce, w którym śpisz, nie kojarzyło ci się z pracą.
6265:  Czasem, wiesz, nawet zmienienie poduszek i pościeli, wszystkiego, albo obrócenie łóżka w inną stronę, ja nie żartuję absolutnie, może pomóc w tym.
6273:  To są eksperymenty, które ja robię.
6275:  Natomiast jeżeli chodzi o taką bezczynność, takie poczucie bezwładności, inercji, to zawsze to jest, się nie martw przy zmienianiu roboty, bo się człowiek po prostu boi, jak to będzie, ale to coś mogę doradzić na to, żeby...
6286:  W trakcie, jak jeszcze pracujesz w tym miejscu, w tym pracy, już chcesz czegoś szukać i czerpać z tego radość, że wiesz, zaraz się to wszystko zmieni.
6292:  Nie ryzykowałbym tak, żeby wiesz, wszystkim ciepnąć i wtedy dopiero szukać pracy, bo to cię może zwielokrotnić i bezsenność, i stres, i poczucie wypalenia.
6300:  Zresztą wiecie, można inspirować się tym też, co mówią ludzie, którzy coś takiego mieli.
6305:  Na przykład Filip miał tak, bez schematu, że właśnie zamykał swoją firmę, ale równocześnie przechodził na full time na YouTube'a i to sprawiło, że czuł duży stres.
6312:  Zresztą o tym mówił bardzo otwarcie.
6317:  Dzięki za ciekawostkę ze Stevensona.
6321:  A nie ma sprawy, zielone ogórko.
