🔴 Czeski film — DEUS EX: ROZŁAM LUDZKOŚCI Livestream #2
🔗 https://www.youtube.com/watch?v=vWs-sFR3ZYc

33:  Dzięki za uwagę!
5525:  To zabawne, że nigdy nie dostałem zaproszenia na twoje imprezy.
5527:  Nie powiedział nikt do mnie nigdy, ponieważ nie organizuję imprez.
5531:  Co jeszcze śmieszniejsze, nigdy się nie spotkaliśmy.
5533:  To częściej się zdarza.
5534:  Moi ludzie jako jedyni mają zgodę od dwa lin na sprzedaży neonu w tym mieście.
5538:  Mieście, kupujesz go od kogoś innego.
5540:  Powiedz mi, kto to jest i gdzie się znajduje.
5542:  Albo dowiem się, kto sprzedaje za moimi plecami, albo będziesz sikać nie tylko tęczą.
5548:  Powiedz mi, że pozbyłeś się ciała?
5549:  O Boże!
5551:  Słyszałem już o dziwnych efektach neonu, o ludziach, którzy widzieli czerń zamiast koloru, ale do diabła, co stało się z tą ulepszoną dziewczyną?
5556:  Nie wiedziałem, że ktoś reagował w ten sposób na to od jakiegoś czasu.
5560:  Wiesz, czym ona była?
5561:  Kim ona była?
5563:  Co się dzieje?
5566:  I widzicie, teraz się udało.
5569:  Twórca tej gry miał fetysz sikania?
5570:  No ewidentnie.
5571:  Widzicie, co jest zabawne?
5572:  Myśmy odsłonili jakąś skrytkę, ale ja nie wiem, gdzie ona jest.
5579:  Co to za ankieta?
5580:  To jest ankieta ściśle związana, posolona z tematyką gry.
5584:  Nie żartuję.
5586:  Znaleźliśmy tutaj taki idiom.
5589:  Jestem zainteresowany, czy go znacie.
5596:  To jest problem, jeżeli gdzieś otworzy się tajna skrytka, a wy nie wiecie gdzie.
5600:  Ja naprawdę nie mógłbym być złodziejem.
5602:  Wyobrażacie sobie...
5604:  Ocean's 12, z moim udziałem, to byłby Ocean's 2137 ze mną, gdzie wydarzałyby się najbardziej absurdalne i bzdurne rzeczy możliwe.
5619:  Biały Anioł, herbata, którą poleciłem w zastępstwie New York.
5622:  Zapomniałem Turboxa, ten wrzucisz mi na komentarzach do Steamów, żebym nie zapomniał.
5625:  Bardzo Ci dziękuję.
5626:  Właśnie będę się wybierał do New Yorka w...
5629:  No nie wiem, czy jutro, bo dzisiaj będę robił recenzję House of the Dragon od razu, właśnie nie wiem, czy sobie nie pogramy aż do premiery House of the Dragon dzisiaj, zobaczymy, w zależności od tego, czy mnie głód nie zemrze.
5640:  I potem będę robił zaraz po odcinku recenzję, no a potem pójdę spać, więc nie wiem, czy obudzę się na tyle, żeby pójść do krakowskiej.
5650:  Ja bym też zostawił portfel na miejscu przestępstwa, to prawda.
5653:  Nie, ale serio, nie mogę znaleźć tego schowka.
5657:  On musi gdzieś być.
5660:  Tu jest wielki telewizor.
5662:  Tu jest kominek.
5663:  Który jest odcinek?
5664:  Odcinki zawsze są o 3.
5665:  Nie no, musi to być na górze, nie ma opcji.
5673:  No, zresztą już mieliśmy raz nocny stream.
5675:  Jak był dodatek do Endringa, jeszcze myślałem, że będzie dobry.
5682:  Dobra, teraz będę się przyklejał do ścian.
5686:  Środki przeciwbólowe, czuję się jak w Maxie Paynie.
5688:  Tu jest to ciało!
5692:  Tu jest to ciało.
5701:  I... Słyszałem z Tobą złe rzeczy o Neonie.
5709:  Chyba nie jest taki nieszkodliwy jak się mówi.
5711:  Proszę Cię Ilonko.
5712:  To, że ktoś Cię zaprosił nie znaczy, że musisz iść.
5714:  Petr, o Jezu.
5718:  O Jezu.
5719:  Takie...
5721:  Takie małe wiadomości są najsmutniejsze.
5726:  To jest takie życie, nie?
5728:  W stu procentach, nie przefiltrowane w żaden sposób.
5733:  Góra.
5735:  Jaka góra?
5741:  Mówicie, że tutaj gdzieś jest jakaś skrzyneczka na górze?
5744:  Ja liżę ścianę przez cały czas.
5750:  No autentycznie, gdzieś tutaj została odsłonięta skrytka, ja nie wiem gdzie.
5756:  A wiecie, co jest najgorsze?
5757:  Chyba dalej nie mam jeszcze możliwości.
5760:  Mam!
5760:  Mam!
5761:  Mam!
5764:  Tak!
5765:  Kup!
5769:  O Boże, wreszcie!
5773:  F1?
5774:  Na pewno F1.
5787:  Okej, tutaj totalnie nic nie było.
5790:  Ale wiecie co?
5791:  Nie podoba mi się jedna rzecz, to znaczy chciałbym... Przydziel ulepszenie.
5801:  Okej, tak wolę.
5804:  F1 to będzie... Nie można byłoby tego zmienić na jedynkę.
5814:  Jeszcze kibel.
5817:  To nie kibel Hmm No ja nie wierzę Hmm
5848:  Okej.
5861:  Jezus, tutaj był ten schowek!
5866:  To był schowek!
5873:  Ja po prostu nie wierzę.
5878:  Dziękuję Dobra, ale jak z tym questem?
5894:  Okej Chcecie mi powiedzieć, że on dalej nas tu kieruje?
5903:  Dalej?
5905:  Ja czegoś jeszcze nie zrobiłem
5910:  Niedobrze Wiem co jeszcze miałem zrobić Zamówić to sprzątanie Otoczenie Okej
5941:  Dobrze, teraz służba sprzątająca będzie miała bardzo ładną muzykę.
5951:  Potwierdzenie zamówienia.
5955:  O!
5960:  Tyle?
5962:  Czy tutaj naokoło są właśnie serduszka?
5968:  Tak właśnie.
5973:  No dobrze, więc sprzątanie zamówione.
5977:  To jest chyba wszystko, co ja mogę zrobić.
5980:  W programie Need for Fantastic jest tylko jedna moja prelka, Filipa jeszcze nie dodali, no a będzie na 1000% rozmowa moja i Filipa, bez schematu, na 1000%.
5987:  Ona będzie jakoś wcześniej.
5989:  Na górze jeszcze zwłoki są, no to ja to wiem, tylko że jest jeden problem.
5993:  Nie było żadnej interakcji przy zwłokach, wiecie?
5997:  Nie można było z nimi nic zrobić.
5998:  I will let them in when they come.
6005:  Witaj w domu.
6007:  Kolejny serwis zapewnia, że Twoja ordynacja została założona.
6013:  Zostanę tam, kiedy przyjdą.
6040:  Bo to jest środek quest'a, nie zrobiłeś początku.
6043:  Jak mógłbym nie zrobić początku quest'a, skoro mnie tutaj dosłownie quest doprowadził?
6050:  Przecież ja zostałem tutaj skierowany do tego quest'a, to nie jest, to nie jest środek.
6058:  Zaproszenie z sejfu pod telewizorem.
6064:  Tu nie ma żadnego zaproszenia.
6068:  Jezus, nie przerażajcie mnie.
6074:  Ja coś zrobiłem rzeczywiście źle.
6080:  No i gdzie wy macie to zaproszenie?
6082:  Jak to jest?
6087:  Ja nie mogę tego podnieść, tu nie ma interakcji.
6089:  Ja widzę tę kopertę, ale nie mogę jej podnieść.
6096:  Nie można, nie ma interakcji.
6099:  Także to jest jakiś bug, więc to wiecie.
6102:  To wtedy mamy zabagowany quest i dupa.
6104:  Nic nie zrobimy.
6107:  Wentylacja z prądem?
6108:  No wentylacja z prądem nie wiem już gdzie jest.
6112:  Reload?
6112:  Możemy spróbować reload.
6124:  Liczę na glitche tradycyjnie, nie?
6136:  Nie da się podnieść.
6139:  Aha.
6141:  Super.
6146:  Standard.
6150:  O, dobrze, sprzedam wreszcie coś.
6158:  Chyba trzeba poczekać na to sprzątanie, aż tam przejdzie, wiecie?
6163:  Tak mi się wydaje przynajmniej.
6165:  Czy czytałem o penale braci z Trojacy?
6171:  Nie, nigdy.
6174:  Tak, zawsze lubię przychodzić do interesów, dobrze.
6178:  W międzyczasie zrobimy sobie inny quest.
6180:  Tak, tak, tak, tak.
6182:  Okej, to możemy sprzedać.
6188:  Amunicja No do Typhuna w sumie też możemy sprzedać, bo nie używamy Typhuna
6196:  Amunicja do strzelby.
6198:  Sprzedajemy.
6200:  Przesłuchacz do maksimum.
6202:  Do karabinu automatycznego też sprzedajemy.
6205:  Coś jeszcze.
6205:  Omnik, klucz nie.
6207:  Granat, dymny możemy zostawić.
6209:  Mina modułowa.
6211:  Chociaż nie mina modułowa, możemy z czymś połączyć fajnym.
6214:  Absyn, granat, EMP.
6216:  Okej.
6219:  Ben, zawsze jestem na odcinkach, znaczy nie ostatnio, tylko wyjątkowo nie byłem na odcinku bez schematu, ale teraz będę bez żadnego problemu odniosł się też do poprzedniego.
6228:  Po prostu uważam, że w poprzednim odcinku były dwa wydarzenia fabularne i trochę... Mam siedem tysięcy w portfelu, naprawdę, tylko?
6239:  To jest niemożliwe.
6245:  Jezus, to jest niemożliwe, dlaczego mam tak mało pieniędzy?
6252:  Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie,
6282:  Zbyt ciężkie Palmtop?
6289:  Okej Też dostać mi jakiś kod, baseball Ktoś się tutaj szykował na coś moi drodzy
6297:  Mam 7 tysięcy w portfelu, żaden student nigdy.
6299:  Smutna prawda.
6303:  W ogóle ja nigdy nie miałem przy sobie takiej gotówki.
6307:  Kiedyś musiałem wypłacić jakieś 3 tysiące złotych.
6310:  Boże, kiedy ja byłem zestresowany wtedy.
6314:  Nawet nie pamiętam, a już wiem co to było.
6316:  Trzeba było zostawić zaliczkę na zrobienie adaptacji akustycznej tutaj.
6319:  Tak.
6321:  Zaliczkę.
6324:  Zaliczkę.
6326:  Tak, to była zaliczka.
6328:  Drobna kwota.
6338:  Dobrze, weźmiemy to, przyda się.
6342:  Proszę bardzo.
6344:  Czy dostaniemy za to punkciki za bycie odkrywcą?
6347:  Chcę zostać odkrywcą!
6350:  A teraz będzie, moi drodzy, w sierpniu, w wrześniu druga część i ostatnia adaptacja akustycznej.
6359:  Mhm.
6360:  No absolutnie to nic nam nie dało.
6362:  O jakiej recenzji mowa?
6363:  Będzie jutro recenzja Rodu Smoka.
6368:  Całego sezonu.
6372:  Przecież czasami wyjdziemy sobie na tę stronę, bo jesteśmy sprytni.
6375:  Może tutaj będzie coś... Ej, tu jest... Aaa!
6378:  To jest inna klatka schodowa!
6383:  Proszę bardzo.
6384:  Możecie sobie zainstalować jakiś panel słoneczny, żeby mieć pasywne regenerowanie baterii?
6388:  Jezus, to byłoby super.
6390:  Nie tylko, nie tylko w Deus Exie, to byłoby też super w życiu.
6396:  Ostatnio miałem taką sytuację, że wyszedłem z domu do kina i uświadomiłem sobie, że telefon ma 20%.
6404:  I byłem tak spanikowany, że wolałem telefon wyłączyć całkowicie na czas bycia w kinie.
6412:  Nie tam, że przejść w jakiś tryb samolotowy.
6414:  Całkowicie go wyłączyłem z przerażenia, że nie będę mieć baterii.
6419:  Człowiek jest tak przyzwyczajony do tego, gdyż jest to już centrum płatniczo
6425:  tożsamościowe w gruncie rzeczy.
6427:  Już nie tylko chodzi o komunikację.
6429:  Anomaly detected.
6437:  Trace program initiated.
6444:  Ale, ale mamy pięknie.
6446:  Access granted.
6455:  Znaczy, mówiłem w kinie, na Deadpoolu i Wolverine.
6458:  Spoko było w Redux.
6459:  Nie jakoś tak, żebym umierał z rozkoszy, ale spoko.
6462:  O, myślę, że Deadpool i Wolverine jest do... Może zamknę już ankietę naszą cudaczną.
6468:  Deadpool i Wolverine jest do porównania z Loki.
6472:  Więc spoko, bardzo dobry serial, ale... Znaczy, to nie jest Avengers, nie?
6476:  I to nie jest poziom pierwszego Deadpoola zdecydowanie.
6480:  Wiem, że nie chcesz ze mną dyskutować tak szybko po tamtej rozmowie, ale sposób, w jaki go zakończyłeś, mi sprawia, że czuję się jak śmieć.
6486:  Leonard powiedział, żeby zostawić cię w spokoju, ale to całe męskie podejście to bzdura.
6490:  Ważnie, bym zupełnie znowu gadała z ojcem.
6492:  Czemu z kimś nie porozmawiasz, nie ulżysz sobie?
6494:  Mądre!
6496:  To jasne, że ta sprawa z Nilem leży ci na wątrobie.
6498:  Zatracanie się w pracy, żeby o niej nie myśleć, nie jest zdrowe.
6503:  Mądre.
6505:  Bardzo mądre.
6507:  Wiem, że jak zwykle mnie zignorujesz, ale jeżeli nie czujesz się komfortowo ze swoją rodziną, to chociaż spotkaj się ze specjalistą.
6512:  Bardzo mądre.
6515:  I wyładuj się na kimś, komu płacą za to, żeby cię je wysłuchał.
6519:  Smutne i mądre.
6522:  Przyjaciele nie są od tego, żeby w nich ładować w nieskończoność.
6525:  Jeżeli wyładowaliśmy się raz, poradzili nam, a my stwierdziliśmy, że wepchamy sobie tę radę do dupy, to to jest nasz problem.
6533:  To nie jest problem naszego przyjaciela, który nie powinien wtedy słyszeć w nas po raz kolejny smęcących o czymś i trującym mu dupę, jak on już poświęcił swój czas, żeby nam pomóc maksymalnie.
6544:  Bardzo mądre.
6547:  No mądrości w mailu padają, życiowe.
6550:  Dam ci już spokój, Leonard myślisz z nas, dobrego prawnika, który rozumie prawo ulepszenia lepiej od niej, więc przekaże ci szczegóły sprawy.
6556:  Mam nadzieję, że to nie spowoduje więcej problemów.
6558:  A o co tutaj chodziło w ogóle?
6560:  Parę gości z oddziału szóstego planuje się umówić na spotkanie z pomysłem zorganizowania jakiejś wycieczki gdzieś dziś w okolicy świąt.
6565:  A!
6566:  Już wszystko rozumiem.
6568:  Wspólny wyjazd integracyjny i były problemy.
6570:  Może to pomoże Jadenowi dojść do siebie.
6572:  Słyszałeś, co go spotkało?
6573:  Był w Brisbane, pracował w Bell Tower w dwudziestym siódmym w czasie tamtych wydarzeń.
6577:  O, Jesus Christ.
6578:  Czyli posttrauma, moi drodzy.
6580:  Tak czy inaczej, jeżeli nie będziesz mógł przyjść, to zrozumiem.
6583:  Dom?
6583:  Mówisz, że ciągle masz sporo roboty z tą jednostką specjalną w Niemczech, Czechach czy gdzie to jest.
6587:  Ale miałbyś okazję wyciągnąć ten twój pałasz z szaf i pokazać, że jesteś ciągle sokolim okiem, którego znaliśmy.
6595:  Ajajajajaj.
6599:  No, posttrauma wojskowa to jest już coś, o czym zrobiono tyle filmów, że ja nawet już nic nie muszę mówić.
6611:  Co jeszcze będzie adaptowane akustycznie?
6613:  Sufit, druga część po prostu.
6615:  Dzięki temu potencjalnie będzie można zrobić kiedyś tam kiedyś, bo myślałem o tym, dodatkowy kadr.
6624:  Tam, to znaczy ja sobie wtedy będę mógł wygodnie usiąść i czytać coś.
6628:  Na przykład możemy sobie zrobić wtedy stream czytany.
6632:  Ja mam różne pomysły, więc zawsze INSPE wszystko projektuje.
6639:  W sumie adaptacja akustyczna profesjonalna u mnie przy moich warunkach akustycznych... Za same materiały zapłaciłem jakieś 15 tysięcy w sumie.
6649:  A do tego dochodzi montaż.
6653:  No.
6655:  Więc tak.
6659:  To jest minus, jeżeli się ma takie warunki jak ja w domu.
6663:  Są tacy szczęśliwcy, którzy się wprowadzają.
6665:  No Filip tak ma, kurczę.
6666:  Wprowadził się do nowego mieszkania i kurczę, facet gada do mikrofonu, wszystko jest w porządku, nie ma żadnego pogłosu.
6674:  Jesus.
6674:  A jak włączycie sobie pierwszy stream z tego miejsca, czyli co się szerzy w nowej wieży, gdzie jeszcze miałem glitche kamery, to usłyszycie znaczącą różnicę.
6689:  Jakbyś mądro sam to byś oszczędził?
6691:  Oczywiście, że tak.
6692:  Oczywiście, że tak.
6694:  Wiecie, kiedy bym jeszcze oszczędził?
6695:  Ja bym miał wiedzę z zakresu adaptacji akustycznej.
6698:  I to jest mądrość, którą też można wyciągnąć.
6701:  Jeżeli człowiek nie ma wiedzy, to płaci.
6704:  I płaci więcej.
6707:  Zamach bombowy na dworcu Ruzika, czyli to co widzieliśmy.
6709:  Szereg skoordynowanych wybuchów bomb obrócił wczoraj rano w Perzynę, dworzec Ruziczka, zabijając dziesiątki podróżnych i na nowo siejąc straf przed zagrożeniem terrorystycznym na szeroką skalę.
6718:  Pociągi do Pragi są skierowane na alternatywne tory, a prześledczy przeczesują gruzy w poszukiwaniu odpowiedzi.
6723:  Ja też mam już dywan Jeep Tasty.
6725:  Poddałem się, musiałem kupić dywan.
6729:  Ale też był proces, bo ja jestem uczulony na kleje i dywany, więc trzeba było znaleźć taki, który nie będzie uczulający i zgadnijcie.
6736:  Tak, oczywiście, że był tańszy.
6739:  Dziś wciąż nie wiemy, kto odpowiada za atak.
6741:  Mając jednak na uwadze, że podobne zamachy w tym roku były wymierzone w ustawodawców, zniszczyły posteruny policji, ten najnowsza wskazywała na ulepszonych terrorystów niezadowolonych, sprowadzonych w Pradze licencji na ulepszenie i programów przesiedleń.
6751:  Oczywiste jest to, że świat przygląda się Pradze, powiedziała dziennikarz, rzecznik policji Aleksiej Wolner.
6757:  Dlatego też dokładamy wszelkich starań, by położyć kres fali terroru ze strony ulepszonych.
6760:  Jako, że śledztwie pomaga nam Interpol, jestem pewien, że nasi ludzie błyskawicznie wymierzą sprawiedliwość odpowiedzialnym za atak osobom.
6767:  Hakerzy publikują wykradzione maile.
6769:  Kolektywu Juggernautu publikowali dziewięćdziesiątki maili wykradzionych w wyniku cyberataku z ubiegłego miesiąca.
6775:  Z korespondencji ma wynikać dowód na to, że Międzynarodowy Fundusz Walutowy na zlecenie światowych elit trzyma na ekonomicznej muszce najbiedniejsze kraje.
6782:  My to wiemy bez hakowania maili.
6784:  Jednakże większość przeczytanych przez nas maili zawierała przypomnienia dla pracowników, żeby sprzątali po sobie lodówki.
6793:  Teraz jest live czytany?
6794:  W sumie tak.
6794:  No dużo jest czytanek w Deus Exie, ale wiecie, to jest połączone z eksploracją.
6799:  Dlaczego Cyberpunk nie mógł wyglądać tak jak Deus Ex?
6802:  No to był powód mojego niezadowolenia z Cyberpunka na początku.
6805:  Pamiętajcie, że Cyberpunk teraz, a Cyberpunk na premierę to są dwie różne gry.
6818:  Przede wszystkim naprawdę muzyka dużo zmienia.
6823:  Mnie ten solenny ambient niesamowicie uspokaja.
6827:  I człowiek aż czuje się zachęcony do eksploracji.
6830:  Kolejna rzecz, która zachęca do eksploracji, a która nie jest zbieraniem fragmentów ostrodrzewa.
6835:  Palmtop.
6841:  Kot wejściowy dostaliśmy, jak to bywa zwykle z palmtopami.
6847:  Te wnętrza tylko wyglądają sztucznawo.
6849:  To jest jeden mój ból, który mam z Deus Ex and Mankind Divided.
6853:  Zwłaszcza to, nie?
6854:  To wygląda jak taki render zrobiony na pierwszym roku architektury.
6862:  Pominąłeś schody na drugie piętro w mieszkaniu.
6865:  W tamtym mieszkaniu?
6867:  Czekajcie, to ja może to ogarnę, zanim się pogubię.
6874:  No, faktycznie pominąłem.
6880:  Dlaczego... Dlaczego ja robię takie rzeczy przez totalny przypadek, no?!
6887:  Już... To jest... To jest... Zerowe prawdopodobieństwo!
6898:  Przecież, gdyby to trzeba było zrobić, to ja bym na to nie wpadł.
6901:  Anomaly detected.
6905:  Trace program initiated.
6910:  Ups.
6910:  Nie zdążymy.
6911:  Nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie, nie
6935:  Ten worek jest przykładem dobrego projektu.
6938:  Coś w tym jest, nie?
6939:  Jeżeli chodzi o level design, to jest pierwsza rzecz jaką zobaczyliście.
6943:  Fakt faktem, nie?
6944:  Wchodzisz, widzisz to, pojawia się interakcja, walisz, nie?
6949:  Bardzo mądra uwaga swoją drogą.
6953:  Szuflada.
6955:  Proszę bardzo, kredyty.
6958:  My zbieramy tych kredytów po 72, to ja się nie dziwię, że ciągle nie mam!
6966:  Ty się właśnie włamałaś do swojego szefa?
6970:  Easy.
6977:  Jak ja mam to zrobić?
7005:  Nie wiem, co się stało, ale się udało.
7015:  107 kredytów!
7016:  Wow!
7019:  Szanowny panie Müller, żal informuję, że pańskie konto zostało zamknięte.
7024:  Wielki żal.
7025:  Coś wspaniałego.
7026:  Dobrze, czyli nasz szef ma problemy finansowe.
7030:  Cudownie.
7031:  Właśnie, też pomyślałem o zaciągnięciu fikcyjnego kredytu.
7034:  Jakieś 40 tysięcy by wystarczyło, nie?
7039:  Proste.
7042:  W jednym z mieszkań jest złośliwa AI?
7044:  Ja już na nią natrafiłem, Mr. Motionless.
7047:  I to było w poprzednim questie, który musieliśmy przerwać z jakiegoś względu.
7055:  Zresztą, złośliwa AI?
7057:  Przyzwyczajajmy się do tego.
7060:  Trace Program initiated.
7062:  Access granted.
7066:  Uniwersum Shadowrun, czyli połączenie cyberpunka z fantastyką, elfami, krasnodami, miastach przyszłości.
7071:  Ej, wpadnie winter z tym pomysłem na nasz live, który będziemy mieli w piątek.
7075:  O, właśnie, nie wiem, czy zapowiadałem, moi drodzy, ale to zapowiem teraz, bo ledwo weszła zapowiedź dzisiaj, dosłownie robiłem, mianowicie będzie, moi drodzy, live dawno, dawno temu w odległej galaktyce, więc trochę o Star Warsach, troszeczkę będzie o science fantasy, poczytamy sobie Grzędowicza i właśnie takie brzegowe przypadki różne będziemy sobie mogli po...
7096:  analizować, pogawędzić troszeczkę.
7101:  Samizmat cały czas jest taki sam.
7105:  Oj, mikrofalówka, to się może źle skończyć.
7107:  Ostatnim razem, jak włączyłem mikrofalówkę, to prawie spaliłem swoją kuchnię.
7112:  To jest słynna historia, niestety.
7114:  Przygotowałem wtedy popcorn.
7115:  O diunie też porozmawiamy wreszcie, tak jest?
7118:  Tak jest, Wojkrzy?
7120:  No o diunie to się... Uuuu...
7131:  Ej, to jest redakcja samizdatu właśnie, ale super.
7141:  No jak to, dziennikarze?
7144:  Nie mają zbyt dobrych zabezpieczeń.
7147:  Anomaly odkryte.
7150:  Program tracenia inicjowany.
7152:  Przeciwna dostępność.
7158:  Bardzo szanuję ciebie i wszystkich, ale nie chcę się ukrywać.
7160:  Zmieniliście nazwiska, pozbyliście się przeszłości.
7162:  Porzuciliście wszystko i zeszliście do podziemia.
7164:  Where wady?
7165:  Nie wiem, czy jestem do tego zdolna.
7166:  Co ważniejsze, nie jestem pewna, czy to konieczne.
7168:  Mam własne pomysły na naprawę sytuacji.
7170:  Uważaj na siebie, Susan.
7174:  Wyjdzie w świecie cyberpunka gra planszowa z alternatywną historią Wii.
7180:  Informuję Mateusz, nie słyszałem o tym.
7185:  Proszę bardzo, haku haku.
7188:  No wiadomo, jesteś w redakcji, dlatego kawa.
7194:  Czy to jest Sennheiser MKH 50?
7198:  Nie, ale wygląda bardzo podobnie.
7202:  Coś tutaj było jeszcze.
7204:  Procesor źródłowy.
7206:  Ja bym to pominął.
7212:  Tu jest coś ukrytego.
7215:  Coś ukrytego jest.
7216:  Jak tam dotrzeć?
7223:  Gdzieśmy to chyba byli?
7225:  Nie wiem czy myśmy tutaj byli.
7228:  To jest pytanie.
7229:  To jest chyba w tym sąsiednim... Dobrze mówię?
7235:  Ta.
7236:  Tam jest jakaś czerwona strefa.
7239:  Nagrywana fenomenalna muzyka, nawet ambient w tle jest godny zapamiętania.
7242:  Jezu, absolutnie, mega polecam, jak macie problemy ze skupieniem.
7246:  Naprawdę, ja jestem człowiekiem, który ma gigantyczne problemy ze skupieniem, wbrew wszelkim pozorom.
7251:  Mnie ambient niesamowicie pomaga w skupieniu się i w pracowaniu.
7255:  Niesamowicie.
7256:  To jest aż zdumiewające.
7260:  No popatrzcie, tutaj się nie pokazuje już to.
7262:  Ta czerwona strefa.
7264:  Za to pokazują się neonowe noce.
7269:  Aaa, już wiem co to może być.
7272:  To jest to.
7294:  Idź i sprawdzę coś.
7308:  Okej, nie sprawdzę.
7309:  Jeżeli ja nie mam celownika, to ja sobie nie poceluję.
7311:  Ciekawy byłem, dlaczego tu jest strefa zastrzeżona, nie?
7315:  I teoretycznie my mamy możliwość tam przejścia, jeżeli... ...ich polikwidujemy.
7321:  Hmm.
7322:  Tylko wtedy.
7326:  Jak słuchasz ambientów, to loopujesz playlistę?
7327:  Zawsze loop.
7328:  Zawsze, zawsze, zawsze.
7329:  To chodzi o to, żeby wejść w taki tryb transu.
7334:  Dosłownie.
7334:  Wiem, że to brzmi creepy, ale... ale to to działa, naprawdę.
7339:  Smutna niedziela, dziękuję serdecznie za trybut.
7342:  Gdzie ja mam ten lajka?
7343:  Tu zostawiam ci lajka, oczywiście.
7347:  Górą przez wentylację?
7348:  No wiesz, chciałbym, tylko nie wiem, jak się tam dostać.
7351:  Górą przez wentylację na razie.
7352:  Dobra, ogarniemy sobie jakiś inny quest.
7355:  On jest niedaleko.
7356:  Dzielnica Czerwonych Latarni.
7359:  Okej, fajnie, a co to jest za quest?
7365:  Naprawdę uważam, że one się powinny oznaczać na mapie, byłoby to lepsze.
7370:  Zdobądź kalibrator, chyba to jest to.
7372:  Tak.
7375:  Jezu, Nils Fram, to jest mój ukochany kompozytor, Lafayette.
7379:  Jak Nils... Nils Fram, słuchajcie, jak nie znacie, jest jeden utwór.
7386:  Ja przy nim ryczę, płaczę, zachwycam się.
7389:  On się nazywa SES.
7390:  I jest przepiękne wykonanie.
7394:  To Nils Fram.
7396:  Ale nie to.
7398:  To było wykonanie BBC.
7401:  No jest wyjątkowe, absolutnie.
7402:  O Jezu, sto.
7404:  Rany, znaczy nie mogę wam teraz puścić, bo wiadomo, copyright, ale... Znaczy, to co ten gość robi, tutaj to jest niesamowite, absolutnie.
7416:  Jest i fortepian, i syntezatory, znaczy kocham.
7419:  Kocham.
7420:  Ja myślę, że ta miłość dla mnie została mi trochę przez tatę zaszczepiona, który słuchał Jean-Michel Jara i później zostało mi to umiłowanie do elektroniki.
7430:  Dobrze, to będzie dalej.
7432:  Czyli tutaj.
7434:  O tak.
7438:  O tak.
7442:  Na Gimmy Deus Ex masz domyślnie wyłączone celownie, można go przywrócić tak samo jak podświetlenie przedmiotów?
7446:  Serio?
7447:  Jezus, gdzie Rusty Cage, gdzie?
7450:  Tell me, bo mnie to strasznie denerwuje.
7462:  Rozgrywka.
7462:  Lokalizator celów.
7470:  Celownik, kontury przedmiotów, o Boże!
7475:  Tak!
7477:  Tak!
7479:  To jest mój Deus Ex!
7482:  Nie tamta kupa!
7485:  Boże, wreszcie żyję!
7490:  Jak to brak miejsca?
7500:  Jak to brak miejsca?
7512:  Dobrze moi drodzy, trudno, trzeba wypić całe wino.
7519:  Karabin snajperski to może być drogie.
7523:  Pijemy absolutnie cały alkohol jaki mamy.
7529:  Dobrze.
7531:  69, nice.
7534:  Okej.
7537:  Czy dalej prawym przyciskiem myszy?
7540:  Nie.
7542:  Mogę to połączyć?
7543:  O Jezu, dlaczego nie można tego połączyć?
7546:  Walizka whisky, pijemy.
7547:  Prestiż dziadka!
7551:  No użyj!
7554:  Chyba już nie mogę więcej.
7558:  RZD hakował, w jakim razie się może złego zdarzyć?
7565:  Ciekaw jestem jak będzie z hakowaniem po pijaku.
7567:  Nie wiem jak się hakuje po pijaku.
7571:  Chyba niedobrze.
7575:  Chyba niedobrze.
7578:  Kocham awida szeryfa!
7582:  Kocham go!
7584:  Najlepszy szef ever!
7589:  Chyba był lepszego.
7591:  Program Stop Ksiądz Robak, dziękuję.
7593:  Drukarka do rzucania, cudownie.
7599:  Ooo, znowu sekret.
7604:  Boże, ja znajduję same sekrety mnicha.
7609:  Dzień dobry.
7612:  No, dzień dobry.
7613:  Przychodzę zza pleca.
7616:  Wszystko wysokie.
7619:  I wyglądasz, jakbyś wiedział, że to wysokie.
7622:  Które bioteki robili Twoją pracę?
7627:  Nie Isolée.
