🔴 Piramidogłowi kontratakują — WARHAMMER 3 Tomb Kings #2
🔗 https://www.youtube.com/watch?v=cj_o-A_z5o4

42:  Dziękuje za oglądanie.
3785:  Nie no, spoko absolutnie.
3786:  Ja nie lubię po prostu wątków arturiańskich w sadze.
3788:  Strasznie denerwują.
3791:  I z tego względu Pan Młodowego Ogrodu dla mnie był zawsze oryginalniejszy.
3795:  O, może tak powinienem powiedzieć.
3800:  Sagę uwielbiam do... do Wieży Jaskółki.
3805:  Pani Jeziora zawsze była dla mnie najsłabsza.
3810:  Natomiast opowiadania Andrzeja Sapkowskiego, no zjadają Grzędowicza na śniadanie.
3816:  Tutaj akurat nie ma, nie ma dwóch zdań.
3823:  Ooo!
3824:  Gra nasza muzyka, moi drodzy!
3826:  Jak coś, co jest ciekawe, swoją drogą mechanicznie, jak wygrywacie w Warhammerze, to gra muzyka waszej frakcji.
3831:  Nie wiem, czy wiedzieliście, ale to jest bardzo, bardzo fajnie zrobione.
3838:  Grobowa straż, dojedziemy ich.
3841:  Świetnie, świetnie.
3845:  W skupiska, w skupiska.
3850:  Doom Prince.
3854:  Ładnie, udało się odciągnąć sporo jednostek.
3858:  No, opowiadania rządzą naprawdę Sapkowskiego.
3863:  Co, w repertuarze DJ-a Kostka?
3865:  Niech żyje Baal?
3872:  Boże, Niech żyje Baal mi przypomina... Och, tę słynną parodię, która w latach dwutysięcznych krążyła po gimnazjach na On Jazz, mianowicie... Czorna msza, czorna msza...
3892:  Dobra.
3896:  Waliśmy w nich daleko w skupiska wroga.
3900:  Jeszcze tutaj możemy pieprznąć.
3904:  Ojej, zaraz się zacznie magia.
3906:  Zaraz się zacznie magia, moi drodzy.
3908:  O jaka będzie piękna magia.
3910:  Tutaj musimy tę flaneczkę troszeczkę wzmocnić.
3918:  Dobrze, dobrze, dobrze, ładnie.
3923:  Wszyscy strzelają, wszyscy strzelają.
3927:  Dobrze.
3935:  Nie żadna parodia, tylko znany i utytułowany zespół Arkastana.
3938:  No tak, tak.
3942:  Wiecie, jak to jest ze mną i z małą pamięcią.
3944:  Cieszę się, że w ogóle pamiętam cokolwiek.
3946:  Dobra, lecimy z tematem!
3955:  Viru, Viru!
3958:  Twoja stara jest z Nazairu?
3966:  Trupy wciągane przez trupy.
3969:  Tylko suche trupy są dobre, inne trupy są do dupy.
3975:  Ale mieliśmy Fuxa, ładnie akurat poszło.
3981:  Dobrze.
3982:  Młyniec był ładny.
3987:  Setra, ty się troszeczkę stąd wycofaj, dobrze?
3992:  Możemy ruszyć już śmiało tą flaneczką.
3997:  Teraz tak, mamy jeszcze trochę magii, więc użyjemy drugiego zaklęcia, które jeszcze mamy w zanadrzu.
4005:  Mianowicie ametystowego słońca.
4008:  Xerusa, Xereusa zawsze zapominam.
4012:  Chwileczkę się wycofamy.
4017:  To z tego co wiem jest też zaklęcie, które może nas one-shotować.
4024:  No niestety, tym razem mieliśmy mniej szczęścia.
4029:  Poszło w niewłaściwym kierunku!
4035:  Ale Krzysztof, magia jest OP!
4037:  Jest!
4038:  Bardzo dobrze, wszystko zabite.
4043:  Wszystko zabite, jedyne straty, które zadaliśmy, to zadaliśmy sobie.
4050:  Myślałem, że to amentystowe słońce jest nieruchome, ale potem sobie przypomniałem, że nie, że to przecież Pillar of Shades z innej szkoły, częściej przeze mnie wykorzystywanej magii.
4064:  Dobrze.
4066:  Nie jest źle, moi drodzy, bardzo dobry wynik.
4071:  Okupacja.
4072:  It is mine noun!
4074:  Yes, yes!
4077:  Why Cetra is all of a sudden speaking with this nice Russian accent?
4082:  Everything.
4087:  Mmm, wiecie co, ta inkantacja Burzy Czasyszek Sekmet mi się podoba, a tutaj będziemy mieli wzmocnienie czaru i koszt wiatrów magii minus 2.
4096:  Bierę i uziemienie, inkantacja świądu.
4101:  Tego nie chcemy.
4102:  Uziemienie bierzemy i potem magiczny przewodnik, potem idziemy w tę linię i elo.
4112:  Viru, Viru, Radan jest skowiru, radan.
4115:  Koszmarnie napis... koszmarnie zaprojektowana postać.
4119:  Koszmarnie.
4122:  Zobaczcie, że to znerfiło, a ja będę mógł powiedzieć sobie, ha!
4124:  Pokonałem radana przed nerfem.
4128:  Wincej, wincej urn, wincej urn.
4130:  Kosiarz dusz też się przyda.
4134:  Okej, dostaliśmy pieniądze i to taki konkretny pieniądz dostaliśmy.
4141:  Hmm... Produkcja marmuru to nam się nie przyda, ale przyda nam się, że zamiast uszapti, wytwórnia dzbanów i urn może mieć uszaptik, albo... Tylko wytwórnia dzbanów i urn może mieć uszaptik.
4157:  Idziemy w uszaptik, bez chwili zastanowienia.
4160:  No i tyle, jeżeli chodzi o nasze zakupy.
4164:  Widziałeś mapę Europy według BBC i Wielkopolską Lechię na terenach... Nie.
4169:  Nie widziałem.
4171:  Co oznacza ideologiczne tłumaczenie, czym jest fantazy?
4173:  Nie czytałem nic Wiedźmina, w sumie bym przeczytał z drugiej strony, nie lubię formuły pytania.
4176:  Dobrze, że dopytujesz złodziei ulicznych.
4178:  Generalnie tak, Andrzej Sapkowski uważa, że po pierwsze, wszyscy fantazy wywodzą się z kręgu Arturiańskiego, nie jest to prawda.
4185:  Dwa, Andrzej Sapkowski uważa, że fantazy zawsze polega na tym, że mamy mieć ograniczenie lub defekt kosmiczny,
4192:  który pokonujemy poprzez pozyskiwanie mocy, ale pozyskawszy tę moc musimy natychmiast ją utracić, żeby opowieść fantasy dalej miała sens.
4200:  No i w przypadku niektórych utworów fantasy się to sprawdza, a czasem mniej.
4203:  To między innymi dlatego tak jest, że ten biedny Geralt ilekroć mu się coś uda osiągnąć, natomiast dostaje po głowie.
4209:  I to w którymś momencie zaczyna bardzo przeszkadzać, przynajmniej mniej, ale najbardziej mi przeszkadzały te na siłę wpakowywane wątki arturiańskie po to, żeby udowodnić jedną tezę, którą Andrzej Sapkowski dał właśnie w rękopisie znalezionym w Smoczej Jaskini.
4222:  Tymczasem po prostu prawda jest taka, że fantasy czerpie z wszystkich mitów, nie tylko z kręgu arturiańskiego i to jest jej cechą główną, więc to jest troszeczkę tak, jak ja bym powiedział, że wszystko fantasy wywodzi się z mitologii egipskiej i w związku z powyższym uznawał, że najdoskonalsza fantasy to być zawsze...
4237:  Warhammer i Setra, nieśmiertelny.
4240:  To jest troszeczkę ograniczające i dlatego jak to się wie, to trochę inaczej się czyta sagę.
4244:  Jak ja czytałem sagę Wiedźmińską na początku, nie wiedziałem tego, nie przeszkadzało mi to tak strasznie, ale co ja się potwornie wynudziłem przy Pani Jeziora, to moje.
4251:  No i teraz przynajmniej rozumiem, dlaczego mnie to wynudziło.
4258:  Mam problem z ulepszeniem tego miasta tutaj.
4261:  Już wolałbym ulepszyć Katar Sienny.
4264:  Dobra, weźmiemy to wszystko jedno.
4266:  Może nas nie zaatakują.
4268:  Tak, i jeszcze to, że Andrzej Sapkowski na końcu robi to, co robi z Geraltem, mimo że on na to totalnie nie zasłużył.
4274:  To jest właśnie taki typowy jego złośliwość, która czasem przeważa nad talentem pisarskim, który Andrzej Sapkowski ma niesamowity.
4281:  I szlag mnie o to jasny trafia.
4283:  To znaczy chciałbym zobaczyć, jakby Sapkowski pisał, gdyby cały czas niszczył w ten postmodernizm i w drwienie z gatunku.
4293:  Może to wynika z czasów, w których pisał rękopis.
4295:  W sumie dostęp był tylko do anglojruskojęzycznych pozycji.
4297:  Absolutnie tak.
4298:  Absolutnie tak.
4301:  Find my harem.
4303:  Aaa, Cetra wie co dobre!
4305:  Co?
4306:  Can't wait for Cetra.
4308:  Can't wait for Marstein.
4309:  Tu jest.
4310:  To tu jest.
4321:  Czarny powóz jest, a Manfred co ma?
4325:  Czyli tak, no z Manfredem jest tak, że będzie trzeba jakoś, nie wiem jak, ale będzie trzeba jakoś go pokonać w polu.
4340:  Ono nie załatwa.
4352:  Dobra, nie będę się pierniczył.
4355:  Atakujemy.
4357:  To może być ostatni moment.
4358:  Trzeba zmarszczyć Manfreda.
4360:  Tak jest.
4377:  Tego się nie spodziewałem.
4382:  Wampiry w zasadzkę?
4385:  To się rzadko zdarza.
4390:  Oho, oho, zaraz.
4392:  Czy masz jakieś osoby, które chciałyby zacząć karierę naukową?
4396:  Dopiero zaczęłam studia, ale chciałabym już coś zacząć robić.
4400:  A rady dla osoby, Dominiko?
4403:  Rada jest następująca.
4404:  Interesują Cię, ja sobie wstanę, interesują Cię przede wszystkim konferencje.
4411:  Powiedz mi, w jakiej dziedzinie przede wszystkim.
4414:  Bo to dużo zależy.
4417:  Generalnie rada uniwersalna jest taka, żeby iść w networking, poznać jak najwięcej ludzi na konferencjach, więc możesz albo na nie jeździć, albo sama jakieś organizować.
4428:  Można się przyłączyć do koła naukowego, ale uważaj, bo tam każdy ciągnie w swoją stronę, więc najlepiej robić indywidualnie.
4433:  Psychologia, tym bardziej.
4434:  To już absolutnie, bezwzględnie absolutnie networking.
4438:  Na konferencjach poznasz ludzi,
4441:  Którzy to ludzie następnie?
4443:  Macie wrażenie, że pułapka trochę inaczej wygląda, zasadzka w sensie?
4447:  Dziwne.
4447:  No to w takim razie mamy szansę i to duże.
4450:  Na konferencjach poznajesz ludzi.
4452:  Ci ludzie rozmawiają ze sobą.
4455:  Ty rozmawiasz z nim, mówisz, że Cię interesuje publikacja i czy mogliby Ci doradzić?
4458:  Znaleźliśmy dokładnie takie pytanie jak mnie w tej chwili.
4460:  I oni Ci powiedzą, aaa, akurat coś tam robimy takiego, moi studenci, bla, bla, bla, nie?
4466:  I w ten sposób dostajesz bezcenne informacje, które nie dostają inni ludzie.
4471:  To znaczy, gdzie publikować na przykład w twoim własnym środowisku?
4474:  Bo ja ci nie powiem, gdzie.
4475:  Ja ci mogę powiedzieć, gdzie w groznawstwie się publikuje i dokąd fajnie jeździć.
4478:  Jak swoją drogę jesteście zainteresowani, będzie w listopadzie kongres groznawczy w Katowicach.
4482:  Zapraszam.
4483:  Sam będę na nim.
4484:  Zresztą, gdzie jest Kongres Groznawczy?
4485:  Od razu Wam wyślę, jak jesteście tym zainteresowani.
4488:  Kongres Groznawczy Katowice.
4492:  Listopad?
4492:  Dobrze pamiętam, że to w listopadzie.
4494:  Tak, 6-7 listopada.
4496:  Proszę bardzo, już Wam wysyłam.
4498:  O, to jest to.
4501:  Ogólnopolski Kongres Groznawstwa.
4502:  I to jest o tyle fajne, że tam będziemy mówili o groznawstwie jako takim w ogóle.
4506:  Nie tylko będą tematy ludologiczne, ale będzie też o tym, w jaki sposób tego uczyć.
4511:  Więc polecam
4517:  Swoją drogą zawsze byłam przekonana, że Ushabti wymawia się Ushepti.
4520:  Ja w tym momencie ich nawet nie mam, ale to jest bardzo możliwe.
4523:  Ja w ogóle nie wiedziałem, że to jest jakaś istota, która faktycznie w mitografii egipskiej funkcjonuje.
4531:  Więc ja się też czegoś teraz dowiedziałem od ciebie.
4535:  Co tutaj mamy?
4537:  Szkielety z włóczniami, czarni rycerze, czarni rycerze, szkielety z włóczniami.
4541:  Dobra, dobra, dobra.
4542:  To teraz tak, spróbujemy ich jak zawsze zbejtować.
4547:  Myślałem właśnie, żeby się wziąć za gry pod kątem psychologicznym, na przykład regulacji stresu.
4550:  Uuu, to wpadnij na ten kongres.
4552:  Jako wolna słuchaczka możesz, nie musisz się tam zapisywać.
4555:  Właśnie na tym rzecz polega.
4556:  Mało osób wie, że na konferencji naukowej po prostu możecie wbić jako wolni słuchacze.
4560:  Nikt się nie obrazi, wręcz przeciwnie, ludzie będą zadowoleni, że jest zainteresowanie.
4569:  Nie ma się co nigdy martwić, to niestety jest taki lęk, który wzbudza w nasze szkolnictwo, że o nie, nie, to pewnie nie jest dla mnie, ohoho, nie pozwolą mi wielcy naukowcy, bla, bla, bla.
4579:  Nie, będą zadowoleni, ponieważ normalnie na konferencji naukowej nikogo nie ma, w związku z tym organizatorzy wtedy mogą pójść do rektora i powiedzieć, panie, widzi pan, dużo ludzi było, nie?
4588:  Myślę, że to nie będzie oczywiście jego zasługa, tak, jako organizatora, ale się pochwali.
4594:  Oj, dobre są do walki z tymi wilkami rydwany, ale widzicie fakt, że nie strzelają, dużo zmienia.
4602:  Będzie szukać informacji o takich konferencjach.
4604:  Prosta sprawa, znaczy wiesz, networking to jest raz, właśnie dlatego networking jest ważny, ale jest jeszcze taka strona, często o niej mówię, ja w ogóle muszę zrobić o tym film gromadzący tego rodzaju informacje, bo jest duży, mimo że i tak jest lepiej, to wciąż jest mało informacji.
4620:  Unikonferencje.pl, polecam.
4624:  Widzę, że nietoperze się nami bardzo zainteresowały.
4627:  To mnie mniej cieszy, ale... Widzę, że cały czas szarżują na nas złowieszcze wilki, to my też na nie szarżujemy.
4635:  A, to po to zbierali podpisy na konferencji.
4638:  Widzisz leprę?
4639:  Zawsze jest wyjaśnienie.
4642:  Znaczy, nauka jest bardzo prosta w Polsce.
4645:  Wszystko się opiera na punkcikach.
4647:  To jest smutne tak swoją drogą, gigan, ale co zrobimy.
4651:  Taki sobie obiektywny system wymyśliliśmy, który niewątpliwie działa.
4658:  Wyeliminować mi tych cholernych nietoperzy.
4662:  Dojechać, dojechać, dojechać!
4663:  Bardzo dobrze, bardzo dobrze.
4665:  To jest złudne, bo jak macie zjechały im punkty zdrowia, tak, ale modele jednostek dalej są.
4672:  Więc to są dwie statystyki, na które się zawsze w tej grze patrzy.
4675:  Punkty zdrowia to jest jedno, ale one dotyczą całego oddziału.
4678:  Natomiast oprócz tego macie jeszcze modele jednostek.
4681:  Jak się model na przykład zakoła pućka tutaj, to może mieć problem duży.
4686:  Teraz są czarni rycerze, którzy nas atakują.
4688:  Czarni rycerze to jest porządna kawaleria, w odróżnieniu od tej, którą my mamy.
4693:  U Szabti zastąpił pierwotny zwyczaj grzebania faraonów z faktycznymi sługami.
4697:  Sługi często żywcem albo mordowane na miejscu, by uchodziło taniej, pisze Tarell.
4700:  O proszę!
4701:  Czyli funkcjonowało to, oj widzicie?
4703:  Obrywamy za bardzo, obrywamy.
4712:  Ojojojoj, no coś, no ruszcie się wreszcie.
4718:  Tak, to może być ten moment, kiedy zginie nam parę modelów jednostek.
4721:  Widzicie, już zaczyna szwankować dyscyplina.
4728:  Czyli najgorszy parametr, jaki jest w tej grze.
4730:  Dlatego mówię, o wiele lepsze są rydwany z łucznikami.
4735:  Już nie odratuję jednego oddziału, to widzę.
4743:  Ale to jest irytujące.
4748:  Po co krzyknikam tyle razy?
4749:  No niestety z tego względu, że ta gra ma problem z modelami jednostek, które się za każdym razem wikłają i jeżeli bym tego nie robił, to by już zginęły w większości przypadków.
4759:  Tak, jednostki ignorują rozkazy.
4761:  Pojedyncze jednostki ignorują rozkazy, ponieważ wikłają się w animacje walki.
4769:  No więc już można... Już te są na straty, niestety.
4773:  Ale przynajmniej uratowałem trzy oddziały.
4778:  No nie dobrze, nie dobrze.
4782:  Ale powinno wyjść i tak.
4784:  Spróbujemy dojechać tych.
4787:  Polecajka z mitologii egipskiej bardzo wciągająca i lekka seria, pisze Maria Skoczylas.
4792:  Jakaż.
4793:  Uszepti, dodaje jeszcze, to były figurki, które Egipcjanie tworzyli i umieszczali w grubowcach, wierząc, że będą chronić i służyć swoim właścicielom.
4799:  No proszę.
4801:  Czyli znowu gry uczą i bawią, a czat dopowiada.
4806:  Boję się, że mogę nie znaleźć promotora, pisze Dominika, który będzie chciał się zająć tematami growymi z otwartą głową.
4812:  Pocieszę cię swoją pracę magisterską, która jest teraz książką, allotopię.
4816:  Mianowicie pisałem u promotorki na seminarium kategoria cielesności w najnowszej poezji polskiej.
4824:  Promotorka na wieść o wydawnictwu MAG powiedziała, a co to jest?
4829:  A ja mam takie, ale to jest tylko jedno z najbardziej znanych wydawnictw publikujących książki fantastyczne.
4836:  Ale to ja nie słyszałam.
4838:  No więc u takiego promotora pisałem o fantastyce?
4842:  Da się?
4844:  Właściwie też czekam na polecajkę o mitologii egipskiej od Marii Skoczylas, ale nie widzę.
4850:  Więc Dominiko, nie przejmuj się kompletnie tym.
4853:  Rób swoje.
4854:  Kroniki rodu Kane to jest ta polecajka.
4856:  To nie znałem w ogóle.
4859:  Kinga pisze, że chciała się pochwalić, że pisała swoją pracę inżynierską na temat wykorzystania VR-u w nauce języków.
4863:  Proszę.
4866:  Filmy zainspirowały, żeby pisać o tym, co chcę, a nie pod kluczyk.
4869:  Strasznie się cieszę.
4870:  Strasznie się cieszę.
4873:  Kamilu, nie kupuj żadnych moich książek.
4875:  Ja cię bardzo proszę, ponieważ to na tym zarabia wydawca, nie zarabia na tym autor.
4880:  Więc to nie ma żadnego znaczenia.
4882:  Pobierz sobie na Libgenie.
4885:  Library Genesis, bardzo polecam.
4888:  Tam, tam, tam jest wszystko.
4889:  W tym moja książka także.
4892:  W niego musimy strzelać.
4893:  Nie, nie, nie, nie poruszaj się.
4897:  Błąd zrobiłem na szwice.
4899:  Czy wyeliminujcie tych sydywańskich kuszników?
4901:  To jest w ogóle rzadkie, że wykorzystuję kuszników, ale co tam.
4910:  No zdecydowanie jest gorsza od Rydwany.
4913:  Od Rydwanów Łuczników.
4916:  Łucznicy w tej grze to jest jednak zawsze OP absolutnie.
4923:  Dobrze, Włóczników wyślemy na niego.
4933:  Dobrze, dobrze.
4937:  O szlag znowu ci rycerze!
4942:  Okej, okej.
4946:  Siadę du zinalaj, tak!
4949:  Jak najbardziej.
4952:  Dobrze, i o tył, o tył.
4956:  Zresztą jak mi wyślemy rozkaz ataku, to wtedy coś z tym fandem zrobią.
4959:  Widzicie, znowu się te modele jednostek zakałapućkały.
4970:  Nie podoba mi się to, co tutaj widzę.
4976:  On musi zginąć, absolutnie.
4981:  Okej, już wjechały nasze Rydwany, dobrze.
4986:  Plan był taki, żeby więcej Rydwanów do tego wykorzystać, no ale wiecie.
4991:  Najstarsza strategia, w jaką grałem, to jest Dune II.
4995:  Jedna z pierwszych strategii w ogóle.
5007:  Mamy na szczęście Uszapti do przyzwania.
5010:  Jeszcze się nie odpaliło też Błogosławieństwo Królestwa Dusz, które daje nam regenerację.
5014:  Aby się bardzo przydało.
5015:  Okej, mamy dwa oddziały.
5018:  Ten już jest... O tym już zapomnijcie.
5026:  Dobra.
5027:  Łucznicy w Czarnych Rycerzy.
5028:  Bardzo proszę.
5032:  Opcjonalnie w nich
5039:  Czy planujesz sobie wydać jakąś książkę?
5042:  Nie wiem.
5044:  Kompletnie to jest nieopłacalny interes, drażni mnie strasznie to, że tak to wygląda, że zmusza się do pisania książek, których potem nikt nie kupuje, nikt nie czyta.
5054:  Może bym właśnie chciał raczej napisać coś dla ludzi, a nie naukowego.
5060:  Na pewno habilitację robię w formie artykułów, no bo to już się zaczęło, to wiem.
5065:  i... mamy w zasadzie jakieś 75%.
5073:  A to, że Tomaszu lubisz mój styl pisania, to jest absolutny ewenement.
5078:  Bo ludzie raczej go nie znoszą, w tym ja.
5084:  No dobra.
5085:  Jakoś to idzie, powiem wam.
5088:  Nasze rydwany...
5090:  Sprawiają się na tyle dobrze, że zaraz będziemy mogli... Dobra, musimy teraz je odratować już.
5097:  Znaczy i tak się musimy wycofać, to jest pewne na tym etapie, bo ja się nie spodziewałem, że tutaj będzie taka walka.
5105:  A z Manfredem von Karnsteinem nie sądzę, żebyśmy sobie poradzili jedną armią.
5108:  Może być ciężko.
5111:  Jak przekonanie się z powrotem do tej gry, pisze Sanżat.
5114:  W pierwszą część miałem jakieś 400 godzin, w każdą kolejną ćwierć tego co poprzedni nie mogę wrócić do serii.
5118:  Może potrzebujesz nowych frakcji, nowych mechanik, wiesz?
5122:  Trochę głupio mi cię namawiać na dodatki, ale no mnie one akurat bardzo pomagają w powrotach.
5126:  I na przykład fakt, że wróciłem teraz do suchych mumii, też jest o tyle sympatyczny, nie spodziewałem się tego kompletnie.
5134:  Dobra, udało się.
5137:  A to tylko dlatego, że minęło wystarczająco dużo czasu.
5140:  Pyrrusowe zwycięstwo, my ass!
5143:  No tak, musimy wziąć replenishment w tym przypadku.
5173:  Nie no, on jeszcze przeżył, no przecież ja nie wierzę.
5179:  Wiecie co?
5180:  Ja i tak zrobię ten atak.
5183:  Ja i tak zrobię ten atak.
5192:  Bo to jest i tak mała armia, to nieważne.
5198:  Nie no, ja tego pożałuję bardzo.
5201:  Ooo!
5205:  Hehehe, to rozwiązuje problemy!
5209:  Dzień dobry, posiłeczki!
5212:  Smaczne posiłki!
5216:  Hehehe, good!
5220:  Good!
5222:  Good, Anakin, good!
5224:  To z tym mi won.
5229:  Weźmiemy to, weźmiemy to.
5235:  No, ale zwiedzamy na te piramidy.
5238:  Chyba, że tutaj się da coś rozwinąć, tu nie, Sudenburg też nie.
5243:  W sumie możemy zostawić to, co stawiamy.
5245:  Dobra, ale bitew mamy.
5247:  Na brak bitew nie możecie narzekać dzisiaj.
5256:  Dzięki streamom i radom udało się obronić.
5258:  Dwa tygodnie temu kończyłem fizjoterapię.
5259:  Dziękuję, pisze Gordo.
5260:  Ja się cieszę ogromnie i dzięki, że o tym mówisz.
5263:  Kto to jest Pyrrus i czemu on wygrał, pyta Hajus.
5267:  To ja wygrałem, ja wygrałem!
5277:  Cześć, zastanawiam się nad jedną rzeczą.
5283:  Czyli potrzebujemy kontrolować... Tak, potrzebujemy kontrolować dużą armię, bo kontrolowanie dużej armii oznacza, że wszyscy się pojawią na... Na polu bitwy, no ale czy jeszcze moglibyśmy zrobić tak?
5294:  No dobra Nałatrzymy!
5304:  Jak to jest, że obecnie w Warhammerze III łatwiej dokładują się ze sobą złe frakcje niż dobre?
5308:  Myślę, że to jest kwestia tego, że cały czas wychodzą nowe dodatki, które rozpieprzają balans.
5313:  Póki nie skończy się okres wsparcia długotrwałego dla Warhammera III, nie ma co w ogóle liczyć na to, że będą się sensowne rzeczy działy.
5325:  Aaa, nie, Szymańska pisze, że przysłała Newtary'ego Pratchetta.
5328:  Dobrze, to teraz resztę.
5330:  Jest lore tej gry.
5331:  Oj, Wojk, czy ty stałabyś spytał, jaki jest lore, nie wiem, Warhammera 40 tysięcy chociażby.
5337:  O tym są wielogodzinne filmy.
5343:  Dobre frakcje się lubią, ale są szybko niszczone.
5346:  No tak, bo dobre frakcje to też te, które były wprowadzane wcześniej.
5350:  Tak!
5353:  Czemu mamy cały czas tę samą mapę?
5357:  Okej, okej, czyli dwie armie już tutaj są.
5361:  Nasza armia będzie wkrótce z tej strony.
5365:  Dobra, to ja biorę znowu tę stronę, bo ona nam się ostatnio sprawdziła.
5369:  I tutaj mamy też fajne rydwany.
5372:  Okej, okej, bardzo dobrą piechotę.
5378:  Ona się świetnie sprawdza przeciwko wampirom, już zauważyłem.
5383:  Ta straż w ogóle ma regenerację.
5389:  Czy ta frakcja, którą gram, jest dobra czy zła?
5391:  Ciężkie pytanie.
5392:  To jest troszeczkę tak jak w przypadku nekronów.
5395:  Bardzo podobne frakcje.
5398:  One są ambiwalentne.
5399:  Generalnie lud Nehekary został zniewolony kiedyś przez nekromantę Nagasza Wielkiego.
5404:  No i doprowadzony do takiego stanu, który tutaj widzicie.
5407:  W dużym, dużym skrócie.
5409:  No i w momencie, w którym powstają, chcą się zemścić.
5413:  Więc to jest raczej przykład frakcji, która jest szara i neutralna, o. Czarny powóz, czarni rycerze, dobrze, czyli ich musimy raczej unikać, ale oni są ze wszystkich stron.
5425:  Jezus, Manfred ma smoka już.
5428:  Wiecie co, najlepsza sytuacja byłaby taka, gdyby nam się udało zbejtować Manfreda i zachęcić go do tego, bo on ma już regenerację na tym etapie, i zachęcić go do tego, żeby nas zaatakował jako pierwszy.
5439:  Byłoby w sumie najlepsze.
5442:  Hmm... Ta... Zobaczymy, czy to się uda w ogóle.
5448:  Jak tam z Fetra?
5451:  Eee... No, że... Dobra, dwa i jeszcze... Sarkofagi dusz... DJ Kostek, moi drodzy.
5462:  DJ Kostek numer jeden, DJ Kostek numer dwa.
5468:  Czy Pratchetta można zacząć czytać od dniu?
5470:  Jest wiele tomów, nie wiem od czego zacząć.
5472:  To jest ten moment moi drodzy, w którym odpalam tradycyjnie.
5477:  Chyba już to sobie gdzieś pobrałem nawet.
5481:  Tak jest.
5482:  Discord Reading Order Guide.
5484:  Jak zrobimy sobie teraz ten film o fantasy, moi drodzy, jest live, a, sworo drogu, bo tego nie powiedziałem, jest zapowiedziany nowy live, o który pytywaliście już jakiś czas.
5494:  Mianowicie live będzie o właśnie fantasy, więc jak jesteście zainteresowani, to ściśle będziemy tam o tym mówić bardzo dużo i bardzo sporo.
5501:  I live jest zaplanowane na razie na 13 lipca.
5505:  Prawdopodobnie wtedy to też będzie.
5508:  Fantazja to ucieczka, która sprowadza do domu, nie?
5510:  To jest to.
5510:  I tam sobie będziemy mówili dużo właśnie ściśle o fantazji.
5514:  Będziemy sobie robili naszą mapkę myśli już taką konkretniejszą pod fantazy, więc zapraszam.
5518:  Na pewno będzie o Pratchettcie.
5519:  Oczywiście nie powiemy o wszystkim, tak?
5521:  Ale pewnie takie największe podstawy też teoretyczne tam się pojawią.
5525:  Więc to jest jedna kwestia.
5527:  A druga kwestia to jest ten Reading Order Guide.
5531:  czyli porządek czytania świata dysku, więc to ja wrzucę też na tą mapkę myśli naszą, ale na razie niuch jest... Gdzie jest niuch?
5542:  Niuch jest ostatnim tomem cyklu o straży długiego, który zaczyna się od straży, straży, potem zbroiń, naginianych nogach, bogowie honoru i bank morpork, piąty elefant, nocna straż, łups i niuch.
5554:  Jest też cykl o Rinswindzie, który polecam raczej na koniec niż na początek.
5558:  Ja bym zdecydowanie zaczynał albo od cyklu o śmierci, czyli Mord, Kościarz, Muzyka Duszy, Wiedźmin, Kołaj, Złodziej Czasu, albo...
5566:  cyklu o straży właśnie, wymienionego wcześniej, lub cyklu o Wiedźmach.
5570:  Cykl o Wiedźmach zaczyna się od jednej z naj... no, z pierwszych w ogóle książek Pratchettowskich.
5575:  To w ogóle wykonał Krzysztof Kitzmann, tłumacz polski.
5580:  Zresztą tłumacz, którego możecie kojarzyć z cyklu Wysokiej Republiki, jeżeli czytacie Gwiezdno-wojenne rzeczy.
5591:  Przetrafimy peryszy, bo jest, jest!
5594:  No i co, Canfred von Marstein?
5598:  Dobra, albo strzelajcie w wielkie nietoperze.
5600:  O!
5601:  Już, już, już nas atakuje.
5603:  Świetnie, świetnie, świetnie.
5606:  Oczywiście magia, OP magia.
5616:  Coś się dzieje.
5618:  Za strasznie to wolne.
5622:  Jezus Maria!
5623:  Pieprznęło w nas!
5629:  Biedne Rydwany.
5631:  Nie niszczcie moich Rydwanów!
5636:  Dobra, Setra.
5637:  Biegniesz tutaj.
5651:  O, okej.
5661:  Dobra, dobra, dobra.
5667:  Odratowani.
5669:  Co to jest?
5672:  Yyy, jest potężne.
5674:  Jest potężne, nie walczę z tym!
5682:  Dobra, walnij tym.
5690:  Multiplayer bitwy?
5691:  Niee, jedyne rzeczy, które ja omijam z Warhammera to właśnie multiplayer.
5699:  Nooo, nie wiem czy chcę z nim walczyć.
5704:  Jest dość silny.
5708:  Chyba nie.
5708:  Chyba nie.
5712:  Ale Manfred jest zbejtowany za to moi drodzy, to jest dobra wiadomość.
5716:  Okej, uporządkować trzeba wszystko teraz, ładnie.
5721:  Dwa.
5722:  Strzelcy.
5723:  Wy zostańcie tutaj, wy zostańcie tutaj.
5726:  O!
5728:  Ich teoretycznie możemy wysłać.
5729:  Zresztą nie jest zły pomysł.
5731:  Co tu się dzieje?
5732:  O Boże, Manfred, Manfred, Manfred.
5735:  Jezu, gdyby się udało Manfreda zabić teraz, na szybko, to byłoby cudownie.
5739:  Co to jest?
5740:  To są te rydwany.
5741:  W sumie te rydwany to możemy od razu wycofać na to.
5744:  Chociaż czekajcie, skoro i tak one są na... Co tu się w ogóle dzieje?
5748:  Skoro i tak są na straty...
5755:  Halera, jasna!
5757:  Co wam kazałem?
5759:  Zabijcie Manfreda natychmiast.
5762:  Manfred jest na smoku do ciężkiej cholery.
